================================================================================
OPENAI WHISPER SPEECH-TO-TEXT WITH TIMESTAMPS
Source File : Session_Full_۲۰۲۶۰۸۱۷_۱۳۰۰۰۰.wav
Language    : fa
[00:02:30.000 --> 00:02:32.000]  مردم
[00:02:32.000 --> 00:02:34.000]  مردم
[00:02:34.000 --> 00:02:36.000]  مردم
[00:02:36.000 --> 00:02:38.000]  مردم
[00:02:38.000 --> 00:02:40.000]  مردم
[00:02:40.000 --> 00:02:42.000]  مردم
[00:02:42.000 --> 00:03:11.980]  با من همین که از شما بیاد می کنید، با من همین که از شما بیاد می کنید.
[00:03:12.000 --> 00:03:42.000]  از اینجا باید بردارید که اینجا باید بردارید که اینجا باید بردارید که اینجا باید بردارید که اینجا بردارید که اینجا بردارید که اینجا بردارید که اینجا بردارید که اینجا بردارید که اینجا بردارید که اینجا بردارید که اینجا بردارید که اینجا بردارید که اینجا بردارید که اینجا بردارید که اینجا بردارید که اینجا بردارید که ا
[00:03:42.000 --> 00:03:44.000]  این کار را به شما برداشت کنید.
[00:03:44.000 --> 00:03:46.000]  این کار را به شما برداشت کنید.
[00:03:46.000 --> 00:03:48.000]  این کار را به شما برداشت کنید.
[00:03:48.000 --> 00:03:50.000]  این کار را به شما برداشت کنید.
[00:03:50.000 --> 00:03:52.000]  این کار را به شما برداشت کنید.
[00:03:52.000 --> 00:03:54.000]  این کار را به شما برداشت کنید.
[00:03:54.000 --> 00:03:56.000]  این کار را به شما برداشت کنید.
[00:03:56.000 --> 00:03:58.000]  این کار را به شما برداشت کنید.
[00:03:58.000 --> 00:04:00.000]  این کار را به شما برداشت کنید.
[00:04:00.000 --> 00:04:02.000]  این کار را به شما برداشت کنید.
[00:04:02.000 --> 00:04:31.980]  برای اینجا
[00:04:32.000 --> 00:05:00.000]  موسیقی
[00:05:00.000 --> 00:05:10.000]  موسیقی
[00:05:30.000 --> 00:05:40.000]  موسیقی
[00:06:00.000 --> 00:06:29.000]  موسیقی
[00:06:30.000 --> 00:07:00.000]  برای اینجا همین کار را برای اینجا برای اینجا برای اینجا برای اینجا برای اینجا برای اینجا برای اینجا برای اینجا برای اینجا برای اینجا برای اینجا برای اینجا برای اینجا برای اینجا برای اینجا برای اینجا برای اینجا برای اینجا برای اینجا برای اینجا برای اینجا برای اینجا برای اینجا برای اینجا برای اینجا برای اینجا برای اینجا برای اینجا برای اینجا برای اینج
[00:07:00.000 --> 00:07:30.000]  باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید بای
[00:07:30.000 --> 00:07:32.000]  یکی همون شیرینگ می‌کنید.
[00:07:33.000 --> 00:07:35.000]  کجایی می‌کنید بیرون دارید؟
[00:07:35.000 --> 00:07:37.000]  این همه‌ی بوده‌های ۱۷ سه روز.
[00:07:37.000 --> 00:07:41.000]  آن‌گز‌تون یک ۱۰ قیلت بیرون دارید.
[00:07:43.000 --> 00:07:46.000]  من سر می‌کنم که
[00:07:46.000 --> 00:07:50.000]  سیرویتی در موقع سانی‌های برنامه‌تان بشینه می‌گیر.
[00:07:50.000 --> 00:07:51.000]  جاون؟
[00:07:51.000 --> 00:07:52.000]  بیا سیرویتی.
[00:07:52.000 --> 00:07:54.000]  همون در یک مرم درست نیست.
[00:07:54.000 --> 00:07:57.000]  برشت برنامه‌تان بشکنه سر باشه.
[00:07:58.000 --> 00:07:59.000]  سر.
[00:07:59.000 --> 00:08:01.000]  مردی باید بردارید
[00:08:01.000 --> 00:08:03.000]  باید بردارید
[00:08:03.000 --> 00:08:05.000]  باید بردارید
[00:08:05.000 --> 00:08:07.000]  باید بردارید
[00:08:07.000 --> 00:08:09.000]  باید بردارید
[00:08:09.000 --> 00:08:11.000]  باید بردارید
[00:08:11.000 --> 00:08:13.000]  باید بردارید
[00:08:13.000 --> 00:08:15.000]  باید بردارید
[00:08:15.000 --> 00:08:17.000]  باید بردارید
[00:08:17.000 --> 00:08:19.000]  باید بردارید
[00:08:19.000 --> 00:08:21.000]  باید بردارید
[00:08:21.000 --> 00:08:23.000]  باید بردارید
[00:08:23.000 --> 00:08:25.000]  باید بردارید
[00:08:25.000 --> 00:08:27.000]  باید بردارید
[00:08:27.000 --> 00:08:56.980]  مردم در اینجا
[00:08:57.000 --> 00:09:25.000]  موسیقی
[00:09:27.000 --> 00:09:30.900]  سن؟ هر شما که از آشق؟
[00:09:30.920 --> 00:09:33.760]  سه از آشق و سرات داریم.
[00:09:57.000 --> 00:10:26.980]  مردم در اینجا
[00:10:00.000 --> 00:10:29.980]  بیمار در مطب پزشکی
[00:10:30.000 --> 00:10:32.000]  برای اون تنجه ها شما برات
[00:10:32.000 --> 00:10:34.000]  جا برن
[00:10:34.000 --> 00:10:36.000]  آنها برن
[00:10:38.000 --> 00:10:40.000]  درمون
[00:10:44.000 --> 00:10:46.000]  اما یاد نمی آمد
[00:10:46.000 --> 00:10:48.000]  نمی آمد
[00:10:52.000 --> 00:10:54.000]  برن چرا دیدی شما
[00:10:54.000 --> 00:10:56.000]  اما شننده باشه
[00:10:56.000 --> 00:10:58.000]  برن دید
[00:11:00.000 --> 00:11:12.000]  بله، تا کمک داشتن از این ها، طور نفیدی شده زنی. باشی، باشی، باشی، کنم، کنم.
[00:11:30.000 --> 00:11:59.980]  مردم در اینجا
[00:12:00.000 --> 00:12:29.980]  مردم در اینجا
[00:13:00.000 --> 00:13:20.000]  موسیقی
[00:13:20.000 --> 00:13:22.000]  بله، بله
[00:13:22.000 --> 00:13:46.000]  موسیقی
[00:13:46.000 --> 00:13:48.000]  درست دارید
[00:13:51.000 --> 00:13:53.000]  نه
[00:13:53.000 --> 00:13:55.000]  نه
[00:13:55.000 --> 00:13:57.000]  نه
[00:13:57.000 --> 00:13:59.000]  نه
[00:13:59.000 --> 00:14:19.000]  موسیقی
[00:15:00.000 --> 00:15:29.980]  موسیقی در مطب پزشکی
[00:15:30.000 --> 00:15:58.000]  موسیقی
[00:15:58.000 --> 00:16:00.000]  اینجا باید باید برداشتیم
[00:16:00.000 --> 00:16:02.000]  باید برداشتیم
[00:16:02.000 --> 00:16:04.000]  باید برداشتیم
[00:16:04.000 --> 00:16:06.000]  باید برداشتیم
[00:16:06.000 --> 00:16:08.000]  باید برداشتیم
[00:16:08.000 --> 00:16:10.000]  باید برداشتیم
[00:16:10.000 --> 00:16:12.000]  باید برداشتیم
[00:16:12.000 --> 00:16:14.000]  باید برداشتیم
[00:16:14.000 --> 00:16:16.000]  باید برداشتیم
[00:16:16.000 --> 00:16:18.000]  باید برداشتیم
[00:16:18.000 --> 00:16:20.000]  باید برداشتیم
[00:16:20.000 --> 00:16:22.000]  باید برداشتیم
[00:16:22.000 --> 00:16:24.000]  باید برداشتیم
[00:16:24.000 --> 00:16:26.000]  باید برداشتیم
[00:16:56.000 --> 00:17:06.000]  موسیقی
[00:17:26.000 --> 00:17:56.000]  درسته که درسته که درسته که درسته که درسته که درسته که درسته که درسته که درسته که درسته که درسته که درسته که درسته که درسته که درسته که درسته که درسته که درسته که درسته که درسته که درسته که درسته که درسته که درسته که درسته که درسته که درسته که درسته که درسته که درسته که درسته که درسته که درسته که درسته که درسته که درسته که درسته که د
[00:18:26.000 --> 00:18:28.000]  اینجا باید برداشت باشید.
[00:18:28.000 --> 00:18:30.000]  باید برداشت باشید.
[00:18:30.000 --> 00:18:32.000]  باید برداشت باشید.
[00:18:32.000 --> 00:18:34.000]  باید برداشت باشید.
[00:18:34.000 --> 00:18:36.000]  باید برداشت باشید.
[00:18:36.000 --> 00:18:38.000]  باید برداشت باشید.
[00:18:38.000 --> 00:18:40.000]  باید برداشت باشید.
[00:18:40.000 --> 00:18:42.000]  باید برداشت باشید.
[00:18:42.000 --> 00:18:44.000]  باید برداشت باشید.
[00:18:44.000 --> 00:18:46.000]  باید برداشت باشید.
[00:18:46.000 --> 00:18:48.000]  باید برداشت باشید.
[00:18:48.000 --> 00:18:50.000]  باید برداشت باشید.
[00:18:50.000 --> 00:18:52.000]  باید برداشت باشید.
[00:18:52.000 --> 00:19:22.000]  آره، آره، آره، آره، آره، آره، آره، آره، آره، آره، آره، آره، آره، آره، آره، آره، آره، آره، آره، آره، آره، آره، آره، آره، آره، آره، آره، آره، آره، آره، آره، آره، آره، آره، آره، آره، آره، آره، آره، آره، آره، آره، آره، آره، آره، آره، آره، آره، آره، آره، آره، آره، آره، آره، آره، آره
[00:19:22.000 --> 00:19:42.000]  موسیقی
[00:19:42.000 --> 00:20:00.000]  موسیقی
[00:20:00.000 --> 00:20:29.980]  موسیقی در مطب پزشکی
[00:21:00.000 --> 00:21:29.980]  موسیقی در موسیقی درسته
[00:21:30.000 --> 00:21:59.980]  موسیقی در موسیقی
[00:22:00.000 --> 00:22:29.980]  موسیقی در موسیقی درسته
[00:22:30.000 --> 00:22:59.980]  مردم در اینجا
[00:23:00.000 --> 00:23:29.980]  مردم درست دارید
[00:23:30.000 --> 00:23:59.980]  موسیقی در موسیقی درسته
[00:24:00.000 --> 00:24:20.000]  موسیقی
[00:24:20.000 --> 00:24:49.980]  موسیقی در موسیقی درسته
[00:24:50.000 --> 00:25:00.000]  موسیقی
[00:25:00.000 --> 00:25:29.980]  موسیقی در مطب پزشکی
[00:25:30.000 --> 00:25:59.980]  موسیقی در موسیقی درسته
[00:26:00.000 --> 00:26:29.980]  موسیقی در موسیقی درسته
[00:27:00.000 --> 00:27:02.000]  بله
[00:27:02.000 --> 00:27:04.000]  بله
[00:27:04.000 --> 00:27:06.000]  بله
[00:27:06.000 --> 00:27:08.000]  بله
[00:27:08.000 --> 00:27:10.000]  بله
[00:27:10.000 --> 00:27:12.000]  بله
[00:27:12.000 --> 00:27:14.000]  بله
[00:27:14.000 --> 00:27:16.000]  بله
[00:27:16.000 --> 00:27:18.000]  بله
[00:27:18.000 --> 00:27:20.000]  بله
[00:27:20.000 --> 00:27:22.000]  بله
[00:27:22.000 --> 00:27:24.000]  بله
[00:27:24.000 --> 00:27:26.000]  بله
[00:27:26.000 --> 00:27:28.000]  بله
[00:27:28.000 --> 00:27:38.000]  موسیقی
[00:27:58.000 --> 00:28:26.000]  موسیقی
[00:28:56.000 --> 00:29:14.000]  موسیقی
[00:29:14.000 --> 00:29:16.000]  سوالی ها
[00:29:19.000 --> 00:29:20.000]  این رو بگیریم
[00:29:20.000 --> 00:29:22.000]  بگیریم بچک سرش
[00:29:22.000 --> 00:29:24.000]  برم بگیریم
[00:29:38.000 --> 00:29:40.000]  بگیریم بچک سرش برم
[00:29:40.000 --> 00:29:42.000]  برم بچک سرش برم
[00:29:42.000 --> 00:29:43.000]  3
[00:29:43.000 --> 00:29:44.000]  5
[00:29:44.000 --> 00:29:45.000]  6
[00:29:45.000 --> 00:29:46.000]  7
[00:29:46.000 --> 00:29:47.000]  8
[00:29:47.000 --> 00:29:48.000]  9
[00:29:48.000 --> 00:29:49.000]  10
[00:29:49.000 --> 00:29:50.000]  11
[00:29:50.000 --> 00:29:51.000]  12
[00:29:51.000 --> 00:29:52.000]  13
[00:29:52.000 --> 00:29:53.000]  14
[00:29:53.000 --> 00:29:54.000]  15
[00:29:54.000 --> 00:29:55.000]  16
[00:29:55.000 --> 00:29:56.000]  17
[00:29:56.000 --> 00:29:57.000]  18
[00:29:57.000 --> 00:29:58.000]  19
[00:29:58.000 --> 00:29:59.000]  20
[00:29:59.000 --> 00:30:00.000]  21
[00:30:00.000 --> 00:30:02.000]  باید بردارید که اینجا باید بردارید.
[00:30:03.000 --> 00:30:05.000]  باید بردارید که اینجا بردارید.
[00:30:08.000 --> 00:30:10.000]  باید بردارید که اینجا بردارید.
[00:30:12.000 --> 00:30:14.000]  باید بردارید که اینجا بردارید.
[00:30:17.000 --> 00:30:19.000]  باید بردارید که اینجا بردارید.
[00:30:21.000 --> 00:30:23.000]  باید بردارید که اینجا بردارید.
[00:30:24.000 --> 00:30:26.000]  باید بردارید که اینجا بردارید.
[00:30:26.000 --> 00:30:28.000]  باید بردارید که اینجا بردارید.
[00:30:30.000 --> 00:30:59.980]  مردم در اینجا
[00:31:00.000 --> 00:31:29.980]  مرد در اینجا
[00:31:30.000 --> 00:31:59.980]  موسیقی در موسیقی درسته
[00:32:00.000 --> 00:32:29.980]  مردم در اینجا
[00:32:30.000 --> 00:32:59.980]  مرد در اینجا
[00:33:00.000 --> 00:33:29.980]  موسیقی در موسیقی درسته
[00:33:30.000 --> 00:33:59.980]  موسیقی در موسیقی درسته
[00:34:00.000 --> 00:34:29.980]  موسیقی در موسیقی درسته
[00:34:30.000 --> 00:34:32.920]  بله بله بله
[00:34:32.920 --> 00:34:34.520]  بله بله
[00:34:34.520 --> 00:34:35.820]  چاییش باشه
[00:35:00.000 --> 00:35:29.980]  موسیقی در مطب پزشکی
[00:35:30.000 --> 00:35:59.980]  مردم در اینجا
[00:36:00.000 --> 00:36:29.980]  مرد در اینجا
[00:37:00.000 --> 00:37:30.000]  برای اینکه برای اینکه برای اینکه برای اینکه برای اینکه برای اینکه برای اینکه برای اینکه برای اینکه برای اینکه برای اینکه برای اینکه برای اینکه برای اینکه برای اینکه برای اینکه برای اینکه برای اینکه برای اینکه برای اینکه برای اینکه برای اینکه برای اینکه برای اینکه برای اینکه برای اینکه برای اینکه برای اینکه برای اینکه برای اینکه برای اینکه برای اینک
[00:37:30.000 --> 00:37:39.920]  بفرما
[00:37:39.920 --> 00:37:46.920]  بفرما
[00:37:46.920 --> 00:37:47.640]  بفرما
[00:37:47.640 --> 00:37:48.300]  بفرما
[00:37:48.300 --> 00:37:50.680]  بفرما
[00:37:50.680 --> 00:37:54.920]  بفرما بشید
[00:37:54.920 --> 00:38:04.920]  این مورد ترسی نداشت من از اینجا تنها درد میشم
[00:38:04.920 --> 00:38:10.920]  این درد شما سه ماه هست
[00:38:10.920 --> 00:38:14.920]  نه نه خواهش بود نمیشه
[00:38:14.920 --> 00:38:20.920]  این هر روز زوده
[00:38:20.920 --> 00:38:22.920]  نه، نه، نه، چیز نیست، چیز نیست
[00:38:22.920 --> 00:38:24.920]  نه، نه، چیز نیست، چیز نیست
[00:38:24.920 --> 00:38:26.920]  ما که، ما واقعاً بیخوانیم
[00:38:26.920 --> 00:38:28.920]  اتیادم داری؟
[00:38:28.920 --> 00:38:30.920]  نه، نه، خوشی؟
[00:38:30.920 --> 00:38:32.920]  داروی اصاب میخوانی؟
[00:38:32.920 --> 00:38:34.920]  نه، اصلاً دارو نمیخوانم
[00:38:34.920 --> 00:38:36.920]  همینجوری خودش بی حال
[00:38:36.920 --> 00:38:38.920]  بس چون باشه که میشنم از من خواهد میبردم
[00:38:38.920 --> 00:38:40.920]  بس چون باشه که میشنم از من خواهد میبردم
[00:38:40.920 --> 00:38:42.920]  این تازبورو که هست که نیاز به جا به جایی داره
[00:38:42.920 --> 00:38:46.920]  در اینجا که اینجا که جا به جایی داره. خواهید یک جهاندازی انجام بده.
[00:38:46.920 --> 00:38:50.920]  در رفته. تانگل هاش برده. از تو خونش در رفته.
[00:38:50.920 --> 00:38:54.920]  در جا به جایی تانگل داره.
[00:38:54.920 --> 00:38:58.920]  شما باید متعونید.
[00:38:58.920 --> 00:39:02.920]  همسر صحبت کنید. جزوی دارد انجام بده.
[00:39:02.920 --> 00:39:06.920]  زنگ بزن. شاید کجایی؟
[00:39:06.920 --> 00:39:10.920]  شاید کجا؟
[00:39:10.920 --> 00:39:12.920]  درشه درشه
[00:39:12.920 --> 00:39:14.920]  کدوم رضایی؟
[00:39:14.920 --> 00:39:16.920]  کدوم درشه؟
[00:39:16.920 --> 00:39:18.920]  رضا؟
[00:39:18.920 --> 00:39:20.920]  خسن علی درشو میشناسی ادام کردن
[00:39:20.920 --> 00:39:22.920]  آره
[00:39:22.920 --> 00:39:24.920]  من زن و رضا روش هستم
[00:39:24.920 --> 00:39:26.920]  حسین ادام کردن؟
[00:39:26.920 --> 00:39:28.920]  خسن علی درشه
[00:39:28.920 --> 00:39:30.920]  ادام کردن
[00:39:30.920 --> 00:39:32.920]  و رضا بیرونه؟
[00:39:32.920 --> 00:39:34.920]  رضا درش
[00:39:34.920 --> 00:39:36.920]  رضا آره
[00:39:36.920 --> 00:39:38.920]  توران فارس میشه
[00:39:38.920 --> 00:39:40.920]  زن اموش نیستی
[00:39:40.920 --> 00:39:44.920]  حسین ای ادام کرده تو زن برار برادر اموش
[00:39:44.920 --> 00:39:47.920]  حسین درست پسر خواله منو هست
[00:39:47.920 --> 00:39:49.920]  شوهر تو هم پسر خوالت بود دیگه
[00:39:49.920 --> 00:39:51.920]  آره پسر خواله بود
[00:39:51.920 --> 00:39:53.920]  اسم شوهر چی بود؟
[00:39:53.920 --> 00:39:54.920]  سلطان علی
[00:39:54.920 --> 00:39:59.920]  یه زنگ بذار اجازه بگیر اگر اجازه بگیره من اینو حالا برای تو درست کنم
[00:40:00.000 --> 00:40:02.000]  میشه فردا بیام؟
[00:40:02.000 --> 00:40:04.000]  یا فردا بیام، یا پس فردا بیام.
[00:40:04.000 --> 00:40:06.000]  شما باوشه، الله دیگه خود داره.
[00:40:06.000 --> 00:40:10.000]  یا پس فردای سری خودشان هستن شاید برگرده بیده شاند.
[00:40:10.000 --> 00:40:12.000]  اجازه بگیر.
[00:40:12.000 --> 00:40:14.000]  باشه، فردا بیام.
[00:40:14.000 --> 00:40:16.000]  باشه.
[00:40:21.000 --> 00:40:23.000]  سه ماه سبر کردی.
[00:40:23.000 --> 00:40:30.000]  آره، نباید، این، پا منم، واسه که پا منم، نو، قا چه، نمیدونیم چی، پا چه بیاد کنم.
[00:40:30.000 --> 00:40:32.000]  برگردید
[00:40:52.000 --> 00:40:54.000]  این چیز داره باری زنده
[00:40:54.000 --> 00:40:56.000]  بگیر و بیر
[00:40:56.000 --> 00:40:58.000]  برای اندوشان خردار می آرد
[00:40:58.000 --> 00:41:00.000]  برای اندوشان خردار می آرد
[00:41:00.000 --> 00:41:02.000]  برای اندوشان خردار می آرد
[00:41:02.000 --> 00:41:04.000]  برای اندوشان خردار می آرد
[00:41:04.000 --> 00:41:06.000]  برای اندوشان خردار می آرد
[00:41:06.000 --> 00:41:08.000]  برای اندوشان خردار می آرد
[00:41:08.000 --> 00:41:10.000]  برای اندوشان خردار می آرد
[00:41:10.000 --> 00:41:12.000]  برای اندوشان خردار می آرد
[00:41:12.000 --> 00:41:14.000]  برای اندوشان خردار می آرد
[00:41:14.000 --> 00:41:16.000]  برای اندوشان خردار می آرد
[00:41:16.000 --> 00:41:18.000]  برای اندوشان خردار می آرد
[00:41:18.000 --> 00:41:20.000]  برای اندوشان خردار می آرد
[00:41:20.000 --> 00:41:22.000]  خانم آبی
[00:41:22.000 --> 00:41:24.000]  که برگاه هستند
[00:41:24.000 --> 00:41:26.000]  سلام
[00:41:26.000 --> 00:41:28.000]  چیز گرفتند
[00:41:28.000 --> 00:41:30.000]  گروه گرفتند
[00:41:30.000 --> 00:41:32.000]  نیلیتون ها برای شما همگه هستند
[00:41:32.000 --> 00:41:34.000]  دارید باشید
[00:41:34.000 --> 00:41:36.000]  و اینکه معنون رو که زدم
[00:41:36.000 --> 00:41:38.000]  اونه تابع گرفتم
[00:41:38.000 --> 00:41:40.000]  رفت داریم با من
[00:41:40.000 --> 00:41:42.000]  معنون چی بوده؟
[00:41:42.000 --> 00:41:44.000]  اگر معنون نیلا سمیت نداره
[00:41:44.000 --> 00:41:46.000]  نوشته زن برگاه میتونه است کادر نکنه
[00:41:46.000 --> 00:41:48.000]  چون بگرفتم همون توش گرفتم
[00:41:48.000 --> 00:41:52.000]  بله تو بگو اشکار نداره دمیترون بخوره برای تهام بوش دمیترون بخوره
[00:41:52.000 --> 00:41:53.000]  ماه چندومه؟
[00:41:53.000 --> 00:41:54.000]  هشتوم
[00:41:54.000 --> 00:41:57.000]  آه هشتوم بله بگو دمیترون بخوره برای تهام بوش
[00:41:57.000 --> 00:42:01.000]  بله صمیت نداره از گوش رو کارش برام خورده اشکاری نداره
[00:42:01.000 --> 00:42:03.000]  دفت میتونم دومی همه سفاده کنم
[00:42:03.000 --> 00:42:06.000]  بله اصلا خطر نداره روش نمیشه زنباردار مجازه است
[00:42:06.000 --> 00:42:09.000]  صمیت نداره اون کیاهیه صمیت از گوش روش برام خورده
[00:42:09.000 --> 00:42:09.500]  نه
[00:42:09.500 --> 00:42:11.000]  جمعیت هرمون
[00:42:11.000 --> 00:42:14.000]  آسیب من نمیدونم بدن هایی ایچه
[00:42:14.000 --> 00:42:18.000]  خلافه چه فارشی که اینا در میداره
[00:42:18.000 --> 00:42:19.000]  ببینم فارش
[00:42:19.000 --> 00:42:21.000]  توی قام هست؟
[00:42:21.000 --> 00:42:22.000]  هر جایی فارش هست
[00:42:22.000 --> 00:42:23.000]  هر جایی بدن لخته
[00:42:23.000 --> 00:42:24.000]  مخون همونجایی که
[00:42:24.000 --> 00:42:25.000]  هیچ جایی باقی؟
[00:42:25.000 --> 00:42:26.000]  نه نه نه همونجا نه نه
[00:42:26.000 --> 00:42:27.000]  اینجا؟
[00:42:27.000 --> 00:42:28.000]  هر جایی دوست داره
[00:42:28.000 --> 00:42:29.000]  هر جایی باقی
[00:42:29.000 --> 00:42:31.000]  مشمارو با داشتم که این بدنه ای
[00:42:32.000 --> 00:42:34.000]  توی قام اینجا هست؟
[00:42:34.000 --> 00:42:36.000]  اینجا خیلی زیاده
[00:42:36.000 --> 00:42:38.000]  بعد آنوش هم دارم
[00:42:38.000 --> 00:42:40.000]  بعده؟
[00:42:40.000 --> 00:42:42.000]  بعده آنوش هم باید نیست بله
[00:42:42.000 --> 00:42:44.000]  چیز شیرین نباید بخورید
[00:42:44.000 --> 00:42:46.000]  آهان
[00:42:46.000 --> 00:42:48.000]  هم چیز شیرین بخورید
[00:42:48.000 --> 00:42:50.000]  خوارش هم زیاد میده؟
[00:42:50.000 --> 00:42:52.000]  بله خیلی مخورید
[00:42:52.000 --> 00:42:54.000]  خوب خوب میشه باید دوباره جاش میده
[00:42:54.000 --> 00:42:56.000]  بله دوباره میده
[00:42:56.000 --> 00:42:58.000]  باید سابون استفاده نکنید
[00:42:58.000 --> 00:43:00.000]  سابون... یه شامپو بگم داده
[00:43:00.000 --> 00:43:02.000]  اونها استفاده میکنن
[00:43:02.000 --> 00:43:04.000]  بعده؟
[00:43:04.000 --> 00:43:08.000]  دارو های خیلی دو معلوم هستند، از کنون هستند کسی ندارد
[00:43:08.000 --> 00:43:10.000]  ازار کرا دارو شده بود
[00:43:10.000 --> 00:43:12.000]  دارو یکی از کنون باید بزرگ کنند
[00:43:12.000 --> 00:43:14.000]  چرا اینجا نیست؟ من نبیدم
[00:43:14.000 --> 00:43:16.000]  من نیستم شاهدیت نشینم
[00:43:16.000 --> 00:43:18.000]  کدوم شهر شاهدیه؟ شاهدیت زیار بیرون
[00:43:18.000 --> 00:43:20.000]  در سبب سبب تیره نشد
[00:43:20.000 --> 00:43:22.000]  در اینجا
[00:43:24.000 --> 00:43:26.000]  آزمایش هم چیز نشونند
[00:43:26.000 --> 00:43:28.000]  همه رو نزدیک نمیستند
[00:43:28.000 --> 00:43:30.000]  هیچ فایده ندارد
[00:43:30.000 --> 00:43:36.000]  بدنی ریمونتون شب
[00:43:36.000 --> 00:43:41.000]  سابون ممنون
[00:43:41.000 --> 00:43:47.000]  تا ده سال باید فقط همین شامکو بدن استفاده بکنید
[00:43:47.000 --> 00:43:51.000]  یک ذره سابون گلنار به تنت بخوره دوباره در میاد
[00:43:51.000 --> 00:43:58.000]  تا ده سال آینده یک روز هم سابون گلنار، رخ زیتون، روکس استفاده نکنید
[00:43:58.000 --> 00:44:02.000]  فقط شامپو بدن بی کن آزاد می کنم زور می کنم
[00:44:02.000 --> 00:44:07.000]  یک طور کمات می دهم روزی دو بار بزن یک برس روزی یک کنه دو بار
[00:44:07.000 --> 00:44:10.000]  بر جای لکش بیرون
[00:44:10.000 --> 00:44:12.000]  جای لکش دو هفته بکنی؟
[00:44:12.000 --> 00:44:13.000]  پشت مانیم
[00:44:13.000 --> 00:44:14.000]  دو هفته دیگه بیا؟
[00:44:14.000 --> 00:44:16.000]  یعنی باقی می سایی
[00:44:16.000 --> 00:44:17.000]  چی؟
[00:44:17.000 --> 00:44:18.000]  باقی می سایی
[00:44:18.000 --> 00:44:20.000]  زن شوهری اونم به همه برنامه
[00:44:20.000 --> 00:44:22.000]  نه بیرون با موها نمی نام
[00:44:22.000 --> 00:44:23.000]  نه
[00:44:23.000 --> 00:44:24.000]  اینجا سنه کردم
[00:44:24.000 --> 00:44:25.000]  دست نمی کنی
[00:44:25.000 --> 00:44:27.000]  براشون براشون به سلامت آمدید
[00:44:28.000 --> 00:44:30.000]  این دست منشید براتون
[00:44:30.000 --> 00:44:31.000]  بفرمه
[00:44:38.000 --> 00:44:39.000]  سلام
[00:44:39.000 --> 00:44:40.000]  سلام سلام
[00:44:41.000 --> 00:44:42.000]  بفرمه بفرمه
[00:44:44.000 --> 00:44:45.000]  سلام
[00:44:45.000 --> 00:44:46.000]  سلام علی
[00:44:46.000 --> 00:44:48.000]  بشین براته را بسیار
