================================================================================
OPENAI WHISPER SPEECH-TO-TEXT WITH TIMESTAMPS (REFINED)
Source File : Session_Full_۲۰۲۶۰۸۱۵_۱۳۰۰۲۶.wav
Total Segs  : 877
[01:03:21.720 --> 01:03:27.360]  ما اومدیم اینجا که با رهبرمون سیدمحمدحسین حسینی خامنه‌ای بیعت کنیم.
[01:03:27.360 --> 01:03:56.320]  مهم‌ترین سرمایه ما در مقابله با فشار دشمن، مهم‌ترین سرمایه ما سرمایه انسانی هستش که پشت به حکومت و ولایت فقیه من باشیم و به همه ثابت کنیم که ما همیشه پای صحنه هستیم و در مقابل دشمنان هرگز کوتاه نمی‌آییم. جوانی مطلقه بود و جوانان پای راه‌حله‌ها بودند. کلیدواژه شما تنگه هرمز چه معنایی، چه مفهومی دارید در امنیت ملی و دفاع ملی دارید؟
[01:03:56.320 --> 01:04:12.000]  خدا را شکر با تنگه هرمز، اهرم اصلی در اختیار ایران قرار داره و ما هم در میدان، هم در دیپلماسی می‌تونیم از این اهرم خیلی خوب استفاده بکنیم.
[01:04:12.000 --> 01:04:59.940]  این رسانه‌های آمریکایی کشف کرد سایر ناوهان آمریکا مثل ناوهای اوکیناوا و از اون ناوهای اوکیناوا نیست. گزارش‌هایی که درسته از چیزها می‌گیرند، کاردارهای نظامی از کمیت قرض آب و ساپون، قرض آب و فازدار سرازیر شده و نفوذ چشم‌انداز از ایرانیان معمولاً گرسنه نام‌های آمریکایی شکایت می‌کنند. دیگر رسانه آمریکایی تحکیم زد و در شور منتشر کرده از روی ایمپایی فایمز، استازن، اسپایز و ام‌اس‌ناو، علویه سابقی از زیرساخت‌های مدرن‌باد، قدرت‌های روی پدافند و وضعیت نامناسب روی در چندین ناو و شایپ‌های مختلف ارتش حکایت دارد.
[01:05:00.000 --> 01:07:54.280]  بر اساس آمار اعلامی سازمان هلال‌احمر جنوب لبنان در حمله هوایی رژیم اسرائیل به روستای انصار شش نفر به شهادت رسیدند. پدافند هوایی رژیم صهیونیستی در سه حمله هوایی روستای نوابیه، تورا و روستای انصار در شهرستان نبطیه را هدف قرار دادند. همزمان منابع خبری از درگیری سنگین یعنی رزمندگان حزب‌الله و نیروهای ارتش رژیم صهیونیستی در منطقه راه کوهنی یا کفر کلا در جبهه جنوبی خبر دادند. بر اساس این گزارش‌ها، ارتش رژیم صهیونیستی با پشتیبانی هوایی و با تشکیل سنگر مطمئن، تلاش کرده به سمت این منطقه ممنوعه در داله نباتی پیش‌روی کند اما با مقاومت شدید حزب‌الله مواجه شده و متحمل تلفات شده است. منابع میدانی تحکیم دارند و در درگیری‌ها چندین نفر از سربازان اشغالگر زخمی شدند و با گردگرد برای انتقال آن‌ها اعزام شدند. گزارش تقاطای مورد بخش‌پذیری نشان می‌دهد اتحادیه اروپا مذاکرات محرمانه‌ای را با پلیس و رژیم صهیونیستی برای اشتراک‌گذاری داده‌های شخصی حساس فلسطینی‌ها را انجام داده است. بر اساس گزارش گروه بروکسل مانیتورینگ، این مذاکرات و توافق محرمانه علاقه بیشترهای برونی مردم در اینکه قوانین بین‌المللی را نقض کنند و فلسطینی‌ها را در معرض خطر قرار می‌دهد، پذیرفته است. پیش‌نویس این توافق که در اقتضاع با آژانس یوروپل موضوعی به یورپل تدوین شده بود، امکانات زیادی را داده بیومتریک، اقتضای جمعیتی، داده مکانی، داده‌های سیاسی و اقتضای شخصی را تکمیل کند. در وقوع زلزله قدرتمند ۷.۷ ریشتری در اندونزی که جزیره فلورس اندونزی موافقت‌های به مرگ دستی کم سی نفر کنند. زمین‌لرزه راحت به روز در اون کم و در منطقه سباره شمالی اطلاعات استفاده مرکز زلزله حدود ۶۸.۳ شمال غربی شهر در اینجا ذکر شده بعد از این لرزه چندین روز لرزه قدرت‌مند جمعه زمین‌لرزه قدرت ۶.۱ ثبت شد و هزاران نفر در منطقه استانید به منطقه مرتبه تنهاده مقام‌های اندونزی در ساعات اولیه دستور سرمایه صادر کردند گزارش از ریزش و آسیب ساخت‌وسازها، خسارت خانه‌ها و مدتیز عمومی قطعی برق و اختلال در رفت‌وآمدی کنند. همه جایی که جست‌وجو و امداد در محاصره‌هاست به ادامه دارد و مواقع مهندسی مشترک‌اند که احتمال برگوی هسته از آیه بیشتر وجود برد. و همه دان شهر تاریخ و تمدون علاوه وقت جاذبه‌های گردشگری و مردمان مهمان‌نوازش به شیرینی‌ها و سوغات بیشترش هم شناخته شد.
[01:07:54.280 --> 01:08:02.980]  همدان شهر بسیار تمدن خیلی بزرگی داره
[01:08:02.980 --> 01:08:08.620]  و مردمان بسیار بافرهنگ به طول قدمت پنج‌هزار سالی که حکمت‌ها را داره
[01:08:08.620 --> 01:08:12.520]  و مردمان مهمان‌نوازش یکی از دلیل‌هایش
[01:08:12.520 --> 01:08:22.600]  همدان رو به عنوان باب‌التنور می‌شناسی. تپه هگمتانه می‌شناسی دیگه. ان‌اخذت همونانی می‌شناسی.
[01:08:22.600 --> 01:08:31.480]  اما این شهر شیرینی‌های خوش‌طعم خودش رو هم دارد سوغاتی‌هایی که کام گردشگر را شیرین می‌کنند.
[01:08:31.480 --> 01:08:38.140]  سفره که تشکیل می‌گردن اینجا بیشتر کماج، حلوا زرده و انگشت‌پچی بره.
[01:08:38.140 --> 01:08:48.960]  این سوغاتی‌ها برای بسیاری از گردشگران مزه ماندگار از سفر را می‌سازن.
[01:08:48.960 --> 01:09:01.380]  همدان خوشمزه‌اش معروفه مثل کماج و شیرمال و حلوا زرده.
[01:09:01.380 --> 01:09:10.540]  هرچند هنوز هستن کسانی که این طعم شیرین را نچشیدن دلیل دوست دارم امتحان کنم شیرینی سوغاتی همدانو.
[01:09:10.540 --> 01:09:22.100]  شنیدم که قصه سوغاتی‌ها داره مثل کماج و پلوار که هنوز نخواهی داد دوست دارم استفاده کنم ببینم چه چیزیستان رو زدیم دوست دارم سوغاتی همدانو.
[01:09:22.100 --> 01:09:36.540]  برای همدان این شیرینی‌ها فقط سوغات نیستن روایت شیرین از فرهنگ و مهمان‌نوازی مردمان این دیاره. نهایی روحانی خبرگزاری صداوسیما، همدان.
[01:09:36.540 --> 01:09:40.580]  خیلی ممنون از این گزارش خوبتون.
[01:10:30.000 --> 01:10:39.640]  این نگاهی داشته باشیم به اخبار دوستان مخابره‌شده و هم نگاهی داشته باشیم به تحقیق‌ها و حواشی خدماتی سیاسی و رسانه‌ای یک پارت برم و خواهیم که همه هم با هم باشیم.
[01:10:39.640 --> 01:11:20.660]  اما این روز رمز و رازهایی از پایان سیاسی یک تقریب اطلاعات بنزین گران می‌شود یا نمی‌شود توقف گرانی ناگهانی بنزین توسط سران خود اعتماد شکار امنیتی نوهای آمریکا رسانه‌ای باشنگوندوست به نقل از مقامات آمریکایی پاش کرده افتش این کشور در جنگ ایران ۴۵ درصد پهپادهای آمریکایی از دست‌داده‌است.
[01:11:25.500 --> 01:11:52.500]  درست دارید ایران تغییر در دکترین دفاعی ایران از بازدارندگی دفاعی تا بازدارندگی تهاجمی پیام اصلی انتصاب اخیر شش فرمانده جدید و نشان جامعه چند گرفته‌شد جوانان ایرانی در برداشت و دانش ایران این سال تا پنون دانش‌آموزان ایرانی ۱۳ مدال طلا در المپیادهای جهانی کسب کردن.
[01:12:22.500 --> 01:13:55.500]  از اینجا با ادبی از ادبی برای بروج از باستان جنگ شارعی جز فضیلش برخوردنی ایوان و شرطان ایلیسی جهان ندارد. بزرگ‌ترین شرط ادخان رزید شرط پسید سیاست‌گذاری که نادرست اقتصادی و شارع شدن فرض‌سطح را درسیب کنید. سوکنون، سی‌هزار نفرانی پس از خواهدت استان‌آباد به خانه خود بازداشتند از شیرازیان تقارن آباد در برابر ناچارها بردیفگان، دولت عزیزم دولت کن سماریه‌های پیش‌روی مدیریت بنزین چی نیست و دولت بگه چی زرافت‌ها اینجا در اجاره آید کنن؟ چی‌خان، جای خالی تدبیر در مدیریت مصرف صفت اده‌ای با وجود ارائه راهقابات غیرقیمتی مختلف برای کاهش مصرف بنزین همچنان بر راهقابات قیمتی اصرار دارند.
[01:14:03.500 --> 01:14:11.500]  بله، الو؟ بله، سلام خواهش‌کنم سلام علیکم، هستم از بی‌آرتی برابر می‌گم که...
[01:14:11.500 --> 01:14:13.500]  برچشم هستم
[01:14:13.500 --> 01:14:15.500]  آه باشد.
[01:14:39.500 --> 01:14:57.560]  برای روزنامه همشهری مثل سگ می‌ترسند ماجرای فرار رئیس‌جمهور آمریکا با خودروی حمل غذا همچنان یکی از اصلی‌ترین سوژه‌های طنز و تنفر کاربران شبکه‌های اجتماعی است و به رسوایی تازه‌ای برای ترامپ تعبیر شده است.
[01:15:30.000 --> 01:19:43.360]  به سمت همدلی‌های جهان سر داده در وقت شهر این یادداشت این قرار جهان بروت که ناپایانی اخیر از زمین جنگ آمریکا و اسرائیل یعنی ایران حقیقی متقابل ایران به پایگاه‌ها و مناطق ایرانی در منطقه و تا کشت کارامکی که ادارات مطلقه در مدار مطلقه دیدن کشت همه کلیپی منطقه را به اداراتی نسبت ایرانی و سمت ایرانی سر داده در بلکه ارزیابی قانون‌ناظران این پیمان را ناشی از اعتقادی به چتر عملیاتی به ایالات‌متحده می‌دانند و از تهدیدگران قانون‌ناظران را همسو با حالت ایالات‌متحده برابر تقسیم بار نهای منطقه یک قیامت می‌کنند جایی که قدرت ملی مهدی و از اون یک بازدارندگی یا که باشی کن بس دارند از اون پاس حد به نظر کنند و رو به بیدار کنند در رسوی تعدیل حساسیت رو به دیدن بودن هیچ کنم از این سه کشور اینکه اینا را ضد اسرائیلی، ضد ایرانی یا ضد آمریکایی توصیف نکردن. مقامات ارشد ریاض، آنکارا و اسلام‌آباد صراحتاً پافشاری دارن که این ماهره صرفاً ماهیت دیگرایی داشته و بر ضد هیچ مگر یا کشور استانستی تنظیم نشده است. در روز، دو روز پس از آنکه عربستان سعودی، کویت و پاکستان این طرف برنامه را اجازه کردن، از طرف آن یمن اینام قبلت و دو فایلش کن به جازان شرکت آرامکوی عربستان سعودی قبلت کردن. اگر حمله دیده که از اعضاهای و به منظری حمله هست، یکی از این طرف بشود، از پاکستان و کویت دقیقاً چه این قضایی می‌رفت؟ حمله جازان، تقریباً بلافاصله به آزمون جدید برای تصمیمش عدال این طبق و قامه و نماغان شدن میزان و افرادار حسینی ساز و قامه یا آن در راه خودت نخستد می‌شود. با درجه به تعداد جدید و ملاحظات خود، این مادره خواست راقبی به بررسانی‌اش نزده منکده‌ای برنداری آمریکا و برخواسته از بگرانه امید نسبت نصب جدیدیست که جمهوری اسلامی‌مان دست برده تنقیح، تنظیم و اجرای آن در دریای خلیج فارس است تنوش کشورمان منصفه برای ایجاد سامانه‌های دفاعی قومی پردهان یکی مثل این افراد را در این وقت برداشت که این قبض ۳۷ میلیارد دلاری ماجراجویی نظامی علیه ایران و در نهایت چرخش زمان مهم‌های آمریکایی از جمله بستبات قیمت انرژی و گفت‌وگو تصویر روشنی از یک تبدیل پارادایمی نیه فوزون تفسیر کنند واشنگتن پس از آزمودن گذاری نظامی و دیدن هزینه‌های آن راهی جز بازگشت به نظر مذاکره نمی‌بودند مذاکره‌ای که این بار نبر مدار خواسته‌های آمریکا که بر مدار واقعیت‌های میدان شکل گرفت است روزنامه واشنگتن‌پست به نقل از مقامات آمریکایی پاش‌گرده ترکشن‌گشبرد در جنگ با ایران ۴۵ درصد پهپادهای آمریکایی از دست داده عددی که بر اساس این گزارش معادل حدود ۲۵ درصد کل ناگان پهپادی ۵۰ میلیون دلاری است در همین حال درگدار علیه ازمایی فرمانده نیروی درگه سیه با صراحت کامل می‌گوید تنگه هرمز بسته است پس تلاش ما بر تحرکات کامل و خاطر است و هیچ تحرکی در این تنگه از چشم رزمندگان دور نمی‌ماند او تکلیف می‌کند واقعیت را باید در میدان دید نه در اطلاعات و ازمامات مهماتی آمدی کنند این جمعیه چلید فهم وضعیت کلونیست مدار روایت از متقابل فرماندهی باشنگان به میدان منتقل شده
[01:19:46.980 --> 01:19:59.980]  مرکز تحریم‌دارایی‌های کشتی‌رانی تیپلیر گزارش دارد که ترافیک دریایی در تنگه هرمز در اواخر هفته از میانگین ماهانه خود کم‌تر شده. پاشش ترافیک در مهم‌ترین شریان انرژی جهان منعی جزایی.
[01:20:30.000 --> 01:22:24.680]  اینجا و حدس دوم عدم گسترش شدید سلاح هسته‌ای است. اونو باید به زمان خود واشنگتن افرادی و خودی است. اولویت نخست آمریکا در برابر ایران نه تشکیل رژیم و نه حتی مسئله هسته‌ای این باید که ثبوت قیمت انرژی است و این کمال نقطه‌ای که ایران برگرداننده خود جریان هم قرار داده است. ملاپونت ای هم توانسته از اینه جنگ شریان اقتصاد جهانی گره بزند. چیزی که داشتن پیش از آغاز این ماجراجویی حتی تصورشو هم می‌بودند رقمی هزینه‌های جنگ نظامی به شریان انرژی و اقتصاد دیگره در این مدرنگی را ایمی خورد نبات از تقابل مستقبل بارده محلیه کیری یعنی جنگ تا برگردی شد خلیل زهرا سایی دیگر یا دستی در سناریه امروز روزنامه فرق کنند به تحلیل سناریه‌های تبدیلی رسمن آل اوکایی پس از پستایشی شدن این عوض را دفته و نداشته مورد شهست روزن از تفقیم نامی که آوریفا در روز دیسپان پس از امضا آنگار نقض کرد روز یک‌شنبه تمام شدن این در طریق تنگه هرمز همچنان بزده است قیمت جهانی نفت بی‌ثبات و متاثر از کوچک‌ترین تحولات منطقه شکرنده و همچنان سنویز و امیدهایی‌ها سردردم از وضعیت موجود موضع‌گیری‌های غصانی یعنی امیدوان و امال محاصره در امیدوان اداره کنند. جنگ حالا بیش از گذشته به نقطه فرضی‌ش نزدیکی شرد و طرفه دردید در آزمون تاب آوری با مدیریت اقتصاد انشیق قرار داد. از این جهت است که به سنت وزیر خضاوری آمریکا هم‌شانده سر در مسایج با نیز مرسده نوع غصت به این رقماتی علاقه ایران اشجا کنیم که تا کنون هرگز دیده نشده است و وانس معابد رئیس‌جمهور آمریکا
[01:23:02.260 --> 01:23:16.260]  خوبی؟ خوبی؟ شبایی بخوری نوش کردن آمدیم اینجا آمدی کردن برگی سر
[01:23:59.260 --> 01:24:01.260]  سلام.
[01:25:00.000 --> 01:25:29.980]  موسیقی در مطب پزشکی
[01:26:00.000 --> 01:26:14.000]  می‌آره فقط تو شارژ باید نه نه تو برق شارژ ندارین پریز برق آهان خیلی تو پریز برق فقط باشه همین مرسی ممنونم دکتر جان سپاسگزارم شب‌تان خوش خداحافظ
[01:26:24.000 --> 01:27:19.620]  خداحافظ خدمت خانم سامین خوبی؟ خانم سامین اینو ببری این موبایل شهابه فقط بگیم به برق بزنه یه تو اتاق دکتر تو برق باشه از این وقت بس چیز کنیم؟ ببین بدم بفهم بله سلام بفهم سریع‌تر ببین اینو وقتی زنگ می‌زنیم بگیم تودی و معارفه ببینید خانم اتابای شما وقتی دوت می‌کنین بگین ۲۶ جلسه تودی دکتر پاشایی و معارفه دکتر مسعود جهانی اینو الان به کسایی دیگه هم زنگ زدید خیلی خوب تودی و معارفه این کلمه را استفاده کنید مرسی ممنون خداحافظی
[01:27:19.620 --> 01:27:21.620]  خب
[01:27:25.620 --> 01:27:35.620]  ۴۹۳ خب خانم‌سامیدی اینو الان بگذاریم باشه اینکه دو تمرین
[01:27:49.620 --> 01:28:21.680]  آن‌کوی اومد بیرون فقط یه نفرتون برین داخل باشه آوردویی به نام کی بود؟ آزرم بابا بیا بیا این بیشتر از این مدیره باید بردارید.
[01:28:29.680 --> 01:28:31.680]  خودش کجاست؟
[01:28:31.680 --> 01:28:33.680]  آره
[01:28:47.680 --> 01:28:53.680]  سلام بالا میریم؟ تمقی چند؟
[01:28:53.680 --> 01:28:55.680]  پنج
[01:30:00.000 --> 01:30:34.000]  با اینکه باید بردارید، با اینکه باید بردارید، با اینکه باید بردارید، با اینکه باید بردارید، با اینکه باید بردارید، با اینکه باید بردارید، با اینکه باید بردارید، با اینکه باید بردارید، با اینکه باید بردارید، با اینکه باید بردارید، با اینکه باید بردارید، با اینکه باید بردارید، با اینکه باید بردارید، با خواهش شده گمباره خیابوشارو درم نقط شده
[01:30:34.000 --> 01:30:36.000]  پس باید برگشته باید مساده از فرق
[01:30:36.000 --> 01:30:42.000]  من نمی‌دونم اینو چیکار می‌کنن باید آرام امروز عشقشو می‌کشه زوج
[01:30:42.000 --> 01:30:44.000]  شما اینجا باید فرزنده؟
[01:30:44.000 --> 01:30:56.000]  منم بیاد میشم با شما نه من زیر زمینم آرام بخواهش شد
[01:31:20.000 --> 01:31:40.140]  برق داریم پایین بزارید اینو اینجا بزارید همینجا باشه اگه زفت بکنه بزارید همینجا بزارید بچه بچه بست نزده صفته فقط زفت کنه اینجا سویده همین دیگه روشنگ ها
[01:31:40.140 --> 01:31:42.800]  گردن نداره باش باش
[01:31:42.800 --> 01:31:45.780]  بزاریم در انتهای اینجا باشیم برق
[01:31:45.780 --> 01:32:53.120]  بعد از این اعتباری که از تولید داروهای خوراکیش داشت، اونهای اولی محصول تصویری خودش رو با نام زیقورپا معرفی کرد که در واقع یه دستور اوتو انژکتور هست، حاوی حالا از ۲.۵ میل تا ۱۵ میل بسته به ۱۲ محصول مولکول تیرازپاتید اتفاقی که رقم می‌زنه به صورت کل این مولکول تأثیر اولش خوب کند کردن سرعت تخلیه معده هست همین که به پانکراس از هر آزاری و تحریک ترشح انسولین رو بیشتر می‌کنن جای پیرو بله بله دقیقاً و حالا جذبی که هر واردات رو در روی بکنم تر می‌کنم و یکی مطلبی که خوب خیلی لازم بده تون بگم اون وزنی که بیمار از دست میده اینکه کلیتون سارکوپنی اتفاق می‌افته و به هر حال متاسفانه حالا اون چیز که اتفاق افتاد دو ماهه، سه ماهه یا جهش دوز و بدون ورزش این کار رو می‌کنن خب اگر سارکوپنی و جذب پروتئینی و رژیم و ورزش رعایت نشه خب ما افتاده رو هم بر کنارش خواهیم بود
[01:32:53.120 --> 01:32:59.120]  از عوارض کلیه‌اش یه زیفت باتر اینست که از اولاد استخبار رو کم می‌کنه
[01:32:59.120 --> 01:33:15.360]  یک چارمه چیزی که حواست میدهد این مست، از اون این مست، یک دومش، یک درکل، یک هشتمه از آن چی که باقر میشه سارکوپنی به اخترزال است خب باید پروتئین اون یک تا یک و دوده هم گرم به ازای هر کیلو دارد
[01:33:15.360 --> 01:33:43.120]  بله، ولی این مریض‌هایی که دارن مصرف می‌کنند، یا هلسین یا اسپارتیلون یا مونجارو، مونجارو خودش نیست و مردم از این از هر مشابهات استفاده می‌شن تیزآپاده و من بهشون پودرهای پروتئین می‌دم مثلاً‌های پروتئین، فور پروتئین، مکمل‌هایی که داره سپریمنت پروتئین هستن، کلاژن اینو برامیدن چون افته رو نداشته باشن، برامید به جی‌آی‌پی ایندیوسر هستن
[01:33:43.120 --> 01:33:45.120]  اینو حالا جز بی جه هستن
[01:33:45.120 --> 01:34:15.120]  داروخانه باید موجود داره و به رنگ زیقورپا من منسوب می‌شم اگر تیزی رو ساختیم مثل به هر دلیلی حالا به خاطر اندوخونش چون تا بیش از ۲ درصد کاهش ایوانسی رو می‌تونم دهانبار داشته باشم یا خلا برای کبید چرب بشون یا اوویس بودن بی‌ای‌ام‌آی بالای سی بودن و همین از ازاش نمی‌تونین خبرند زیبا کارو تجهیز بپرمید
[01:34:15.120 --> 01:34:38.120]  نمی‌تونم، من توصیه می‌کنم ولی اشتراک به حاله کنم، روز خیلی نمی‌شتم تایستشو چون شخصیتی مقتاطی داره، از سعی دید کنم که ببینید اینا خب اوار زنگلیشون استفراقه، حتی با دو میل کمتر در بعضی این‌ها افراد متفاوتن، یکی می‌زنه هیچیش نمی‌شه
[01:34:38.120 --> 01:34:42.120]  می‌گه مردم، میده، درد کلا، من اسهال ببایی رو دیدم
[01:34:42.120 --> 01:35:00.120]  اما با اقسامونو الان فصل اسهال است ممکنه اسهال واقعیم بگیره به این نسبت بده بگیره خود اینو بگیره، اسهال ببایی بده، با اقسامونو اسهال ترشویی بده برخور، وحشت خانم‌ها، تلقین خانم‌ها به دارون و شدین اواردش است
[01:35:00.000 --> 01:35:41.000]  این استاقیده بودید که تأثیر بزاری رو خودشون داشته باشن، مقدار ایمان اعتقادشون، مسبق به درموز میزان ترسشون، اون‌ها همه مسائل رو برای دخالت این کاری دارست. بعد تجمیز این‌ها به شکل نسخه بار مسئولیتی ایجاد می‌کنه، ما به قوان پزشک و بروی می‌تونیم این‌ها رو بلویسیم، تزیرون رو بکنیم. بعد که مشکل پیش میاد، ایمان می‌بینه که مثلاً چرا تخصصت نه بوده با این اتشاری تخصص نه می‌بینه، خود متخصص هم به اطلاعاتش برد، چندان زیاد نیست در این تکمیل
[01:35:41.000 --> 01:35:44.000]  نیست اون اطلاعات همینوی که شما می‌فرمایید برد
[01:35:44.000 --> 01:36:01.000]  آنه این‌ها ترکیباتی هستن که از بوده به این پاکراست خبر می‌برن که با دقندی آمده این کرتین هستن دیگه درست این کرتین‌ها چند نوعیتو تا شینا هستن که
[01:36:01.000 --> 01:36:18.000]  من جاییتویتو شونم حالا من ملکول ثبوتی که مومنده باز سریتر تا سوتای اون سه تا هستم بله سه تا من با اجازه کنم، پنج‌شنبه این برنامه که رشد داره و عوضات میشه ساعت چهار تا نه شهر و این رو میشه هم آنلاین می‌تونیم حضور داشته باشیم
[01:36:18.000 --> 01:36:26.000]  یه تونه هسته، یه تونه هسته، یه تونه بتایسته، اینی که خودش داره، الان خود کنه، خواهیم بسیار داره
[01:36:26.000 --> 01:36:40.000]  این ساعت می‌تونیم بیاد برنامه بشه آنهای می‌تونیم ماجایده باید فهمیده از ساعت چهار تا نویشم برنامه پرایم رشده که بلیلنگ دارن که تو از ساعتی زبودرد تهران هستن که توی رشد برنامه هستن
[01:36:40.000 --> 01:36:49.000]  دکتر کرباسی میاد؟ فکر می‌کنم دکتر جاهد باشن این سری برنامه؟ جاهد، بله، آدل، بله، بله، می‌شنستن مثلاً آدل از نزدیک هم می‌شنستن، بله، آدل، جاهد
[01:36:49.000 --> 01:36:52.000]  حالا خودمون از گربان هم مهماهیه برامو با دکتور جاهد
[01:36:52.000 --> 01:36:54.000]  آرشش حالا داریم برامو باشیم
[01:36:54.000 --> 01:37:01.000]  اونجور سعیب کرده باسه این هست دکتور جاهد هست جاهد هم خوب توضیح میدن کیس‌های خیلی خوب دارش و
[01:37:01.000 --> 01:37:07.000]  از ایران باشه کن باشه کن ۹۱۱، ۹۱۳، ۹۱۴، ۹۱۹
[01:37:07.000 --> 01:37:31.000]  این‌ها تقریباً درمان‌های مبینه یعنی همین گرورکا و گرورنتاو درست کنن که درمان‌های ترتیبی، سینوریکا و غیره رو همین دو نفر تقریباً دوستان کردن کشور و روحانی، شیوه درمان مکملی در کنان متفرمین
[01:37:31.000 --> 01:37:32.640]  و در این طرف استقامتی؟
[01:37:32.640 --> 01:37:54.480]  بله، در استقامتی، در این طرف استقامتی سده ۶۰۰۰، یعنی مثل دکتر کربانسیه تقریباً از دازه این هم براتره، دکتر استقامتی ریزیدنت ما بود، من خودم زمان انترنیمشون ریزیدنت ما بود و اونقدر بلندشون بود. بعد این هم رئیسی دانشگاه رومدنشگی تهران شد قدرتی. نمی‌دونه از این شکل.
[01:37:54.480 --> 01:38:00.560]  خاصا اسمیس هم رسید خدمتشون بود؟ بعد صداشون برده کشوری باید برده؟
[01:38:00.560 --> 01:38:21.560]  دیگه اینکه من حالا بعد متابعت رو باید همینو می‌فرستم روی این لینک کلیک می‌کنید ساعته حتی اگه فرصت هم نداشتیم لینک رو می‌فرستیم حتی پنشنبه هست اگه فرصت مشاهده هم نداشتیم یه لاکن بفرمایید اسمتون صفت بشه اونجا بعدم تا سه ماه به صورت آفلاین می‌تونید برنامه رو ببینید
[01:38:21.560 --> 01:38:24.860]  اشکال هم با شما کار بکنه
[01:38:24.860 --> 01:38:30.760]  اشکال با این دیابت هست شما لاین دیابت نیستید من با درقیب با این اوبستیتی هستم
[01:38:30.760 --> 01:38:55.820]  بعد چهارگیری این هم باید سرطانی بعد تنوانی این هم باید سرمسه دیک دست دارم برم قیمتش چنده؟ از دو و نیمه میلیون که دوز دو و نیمه شده شروع میشه این‌ها ۲۵۰ هزار تومن که روند شد یعنی دوزه ۱۵ که در واقعی یه
[01:38:55.820 --> 01:38:58.500]  به اضافه باز ۲۵۰
[01:38:58.500 --> 01:39:19.260]  در واقع اینجوری که بباشه جسده کنم ۱۰ تومن ۱۱ ۱۲ ۱۳ ۱۴ ۱۵ چار عددش این ۱۰ میلیون این ۱۱ میلیون ۱۱ میلیون ۱۲ ۱۳ ۱۴ ۱۵ چی چرا بگیره؟ این‌ها چار عددی هست دیگه تکیه هم می‌تونن از دارو خانه بگردن
