================================================================================
OPENAI WHISPER SPEECH-TO-TEXT WITH TIMESTAMPS
Source File : Session_Full_۲۰۲۶۰۸۱۸_۱۳۰۰۳۳.wav
Language    : fa
[00:12:20.500 --> 00:12:50.500]  و از اینجا باید بردارید که اینجا باید بردارید که اینجا باید بردارید که اینجا بردارید که اینجا بردارید که اینجا بردارید که اینجا بردارید که اینجا بردارید که اینجا بردارید که اینجا بردارید که اینجا بردارید که اینجا بردارید که اینجا بردارید که اینجا بردارید که اینجا بردارید که اینجا بردارید که اینجا بردارید که اینجا
[00:12:50.500 --> 00:13:20.480]  موسیقی در موسیقی
[00:13:20.500 --> 00:13:42.500]  موسیقی
[00:13:50.500 --> 00:14:20.500]  اینجا با این ادامه هایی که با این ادامه هایی که با این ادامه هایی که با این ادامه هایی که با این ادامه هایی که با این ادامه هایی که با این ادامه هایی که با این ادامه هایی که با این ادامه هایی که با این ادامه هایی که با این ادامه هایی که با این ادامه هایی که با این ادامه هایی که با این ادامه هایی که با این ادامه هایی که با این ادامه ه
[00:14:20.500 --> 00:14:48.500]  موسیقی
[00:14:48.500 --> 00:14:50.500]  مرد کنید
[00:14:50.500 --> 00:14:52.500]  و در این وقت
[00:14:52.500 --> 00:14:54.500]  با اینکه
[00:14:54.500 --> 00:14:56.500]  اینکه
[00:14:56.500 --> 00:14:58.500]  اینکه
[00:14:58.500 --> 00:15:00.500]  اینکه
[00:15:00.500 --> 00:15:02.500]  اینکه
[00:15:02.500 --> 00:15:04.500]  اینکه
[00:15:04.500 --> 00:15:06.500]  اینکه
[00:15:06.500 --> 00:15:08.500]  اینکه
[00:15:08.500 --> 00:15:10.500]  اینکه
[00:15:10.500 --> 00:15:12.500]  اینکه
[00:15:12.500 --> 00:15:14.500]  اینکه
[00:15:14.500 --> 00:15:16.500]  اینکه
[00:15:00.000 --> 00:15:30.000]  باید بردارید که باید بردارید که باید بردارید که باید بردارید که باید بردارید که باید بردارید که باید بردارید که باید بردارید که باید بردارید که باید بردارید که باید بردارید که باید بردارید که باید بردارید که باید بردارید که باید بردارید که باید بردارید که باید بردارید که باید بردارید که باید برد
[00:15:30.000 --> 00:15:58.000]  موسیقی
[00:16:00.000 --> 00:16:02.000]  باید بشه باید بخوریم
[00:16:02.000 --> 00:16:04.000]  نه، یه منو سردش نمیشه
[00:16:04.000 --> 00:16:06.000]  سردش نمیشه
[00:16:30.000 --> 00:16:53.000]  موسیقی
[00:16:53.000 --> 00:17:00.000]  بله، سلام بفهمده، ممنون، بله یه نیاز درده
[00:17:04.000 --> 00:17:10.000]  من تلی داره جنبتون آیوتو خوشتاد، ممنونی به بعد میام، ما هر یه هنشش داریم، ما هم دارم
[00:17:12.000 --> 00:17:19.000]  بشین اینکه بگو با من در یاری مورد بیان بفهمیم، بله باشه، خدا نیم
[00:17:23.000 --> 00:17:52.980]  مردم در اینجا
[00:17:53.000 --> 00:18:22.980]  موسیقی در موسیقی درسته
[00:18:23.000 --> 00:18:52.980]  موسیقی در موسیقی درسته
[00:18:53.000 --> 00:19:22.980]  مردم در اینجا
[00:19:23.000 --> 00:19:52.980]  موسیقی در موسیقی
[00:19:53.000 --> 00:20:00.000]  موسیقی
[00:20:00.000 --> 00:20:29.980]  موسیقی در مطب پزشکی
[00:20:30.000 --> 00:21:00.000]  باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید بای
[00:21:00.000 --> 00:21:02.000]  با شما
[00:21:30.000 --> 00:21:59.980]  مردم در اینجا
[00:22:00.000 --> 00:22:29.980]  موسیقی در موسیقی درسته
[00:22:30.000 --> 00:22:46.000]  موسیقی
[00:23:00.000 --> 00:23:20.000]  موسیقی
[00:23:20.000 --> 00:23:48.000]  موسیقی
[00:23:50.000 --> 00:24:19.980]  مردم در اینجا
[00:24:20.000 --> 00:24:46.000]  موسیقی
[00:24:46.000 --> 00:25:00.000]  موسیقی
[00:25:00.000 --> 00:25:29.980]  مردی بیشتر
[00:25:30.000 --> 00:25:59.980]  مردم درست دارید
[00:26:00.000 --> 00:26:29.980]  مردم در اینجا
[00:26:30.000 --> 00:26:59.980]  موسیقی در موسیقی درسته
[00:27:00.000 --> 00:27:10.000]  موسیقی
[00:27:10.000 --> 00:27:20.000]  موسیقی
[00:27:20.000 --> 00:27:50.000]  باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید باید بای
[00:27:50.000 --> 00:27:55.540]  بفرما هشت خانم سلام
[00:27:55.540 --> 00:27:57.700]  خوش آمد
[00:27:57.700 --> 00:28:04.880]  خیالی آمدید بفرما
[00:28:20.000 --> 00:28:24.000]  بازماشاتت خوبه ها
[00:28:24.000 --> 00:28:26.000]  یه ذره شن ادراری داری
[00:28:26.000 --> 00:28:30.000]  ویتامین ده هم لب مرزه
[00:28:30.000 --> 00:28:32.000]  ویتامین ده می کردی؟
[00:28:32.000 --> 00:28:34.000]  ویتامین ده می کردم
[00:28:34.000 --> 00:28:36.000]  از آن آسیب کردم
[00:28:36.000 --> 00:28:38.000]  یه نونه آمپول زدم
[00:28:38.000 --> 00:28:40.000]  آمپول ده زدی؟ کهی زدی؟
[00:28:40.000 --> 00:28:42.000]  تا دیگه ماهرگاه همینه هفته با من هم بشه
[00:28:42.000 --> 00:28:46.000]  قبل از این آسمایش یا بعد این آسمایش؟
[00:28:46.000 --> 00:28:48.000]  بعد از این آسمایش
[00:28:48.000 --> 00:28:50.000]  بعد این آزمایش زدیم
[00:28:50.000 --> 00:28:52.000]  بس دیگه همون خواه بسانم
[00:28:52.000 --> 00:28:56.000]  و یه مقدار شنی ادراری داری
[00:28:56.000 --> 00:28:58.000]  سنگ کلیه
[00:28:58.000 --> 00:29:01.000]  خدا بیا مرز همسرتم داشت دیگه
[00:29:01.000 --> 00:29:03.000]  نه من مادسی هم دارم
[00:29:03.000 --> 00:29:05.000]  بله این عرصیه
[00:29:05.000 --> 00:29:07.000]  خدایت الله
[00:29:07.000 --> 00:29:09.000]  کمه عرصیات نیست
[00:29:09.000 --> 00:29:11.000]  دوا میدم آب بشه دیگه ایشون
[00:29:11.000 --> 00:29:12.000]  نه نه
[00:29:12.000 --> 00:29:14.000]  به ادرار تونتونم میریخواده؟
[00:29:14.000 --> 00:29:16.000]  بس ماما خیلی تونتون میره
[00:29:16.000 --> 00:29:19.000]  میرسی به دستشویی یا نه؟
[00:29:19.000 --> 00:29:22.000]  چرا؟
[00:29:22.000 --> 00:29:25.000]  بعد موه ها سرما رو هم بکشید
[00:29:25.000 --> 00:29:28.000]  نه، نگه سیب بکنه
[00:29:28.000 --> 00:29:31.000]  بعد سرما کنه ها بگذاری
[00:29:31.000 --> 00:29:34.000]  چشم
[00:29:34.000 --> 00:29:37.000]  دقیقا رو باز کن ببینم
[00:29:37.000 --> 00:29:40.000]  باز کن ببینم
[00:29:40.000 --> 00:29:43.000]  بلد بلد دردونه خوارش شده
[00:29:43.000 --> 00:29:45.000]  خربزه هم نباید بخورید
[00:29:45.000 --> 00:29:47.000]  رست بزارید
[00:29:47.000 --> 00:29:49.000]  خربزه که خوردید؟
[00:29:49.000 --> 00:29:51.000]  خربزه زیرگاه نخوردیم
[00:29:51.000 --> 00:29:53.000]  پیشه با نخوردید
[00:29:53.000 --> 00:29:55.000]  اگر از اون زیرگاه خوردید هم نشان
[00:29:55.000 --> 00:29:57.000]  خربزه خربزه
[00:29:57.000 --> 00:29:59.000]  خربزه نباید بخورید
[00:30:00.000 --> 00:30:30.000]  از اینکه از اینکه از اینکه از اینکه از اینکه از اینکه از اینکه از اینکه از اینکه از اینکه از اینکه از اینکه از اینکه از اینکه از اینکه از اینکه از اینکه از اینکه از اینکه از اینکه از اینکه از اینکه از اینکه از اینکه از اینکه از اینکه از اینکه از اینکه از اینکه از اینکه از اینکه از اینکه از اینکه از اینکه از اینکه از اینکه از اینکه ا
[00:31:00.000 --> 00:31:02.000]  باید برداشتون بشیم
[00:31:02.000 --> 00:31:04.000]  باید برداشتون بشیم
[00:31:04.000 --> 00:31:06.000]  باید برداشتون بشیم
[00:31:06.000 --> 00:31:08.000]  باید برداشتون بشیم
[00:31:08.000 --> 00:31:10.000]  باید برداشتون بشیم
[00:31:10.000 --> 00:31:12.000]  باید برداشتون بشیم
[00:31:12.000 --> 00:31:14.000]  باید برداشتون بشیم
[00:31:14.000 --> 00:31:16.000]  باید برداشتون بشیم
[00:31:16.000 --> 00:31:18.000]  باید برداشتون بشیم
[00:31:18.000 --> 00:31:20.000]  باید برداشتون بشیم
[00:31:20.000 --> 00:31:22.000]  باید برداشتون بشیم
[00:31:22.000 --> 00:31:24.000]  باید برداشتون بشیم
[00:31:24.000 --> 00:31:26.000]  باید برداشتون بشیم
[00:31:26.000 --> 00:31:28.000]  باید برداشتون بشیم
[00:31:30.000 --> 00:31:32.000]  ببخشید
[00:31:32.000 --> 00:31:34.000]  ببخشید
[00:31:34.000 --> 00:31:36.000]  چی شده برای؟
[00:31:36.000 --> 00:31:38.000]  از در این
[00:31:38.000 --> 00:31:40.000]  نصف بدنم کردن بیهسته
[00:31:40.000 --> 00:31:42.000]  که مهر کردم پراتین کمرا موزشم
[00:31:42.000 --> 00:31:44.000]  افتاده ای
[00:31:44.000 --> 00:31:46.000]  بعد طوری طور طورا موزه زمین آدمه
[00:31:46.000 --> 00:31:48.000]  با عطاری خوب شدم یه عطاری
[00:31:48.000 --> 00:31:50.000]  گفت بیانم بگم
[00:31:50.000 --> 00:31:52.000]  امروز در عطاری گفت
[00:31:52.000 --> 00:31:54.000]  دکتر بیتر بسردم گفت دکتر برم
[00:31:54.000 --> 00:31:56.000]  امروز در عطاری گفت
[00:31:56.000 --> 00:31:58.000]  خب این رزجه منم کجا هم دردید؟
[00:31:58.000 --> 00:32:02.000]  از این طور پس موها عذیب میکنه درد میکنه الان درد ندارم
[00:32:02.000 --> 00:32:05.000]  ولی این نصف بگردن بیرتی اینطوری رو بگردن
[00:32:05.000 --> 00:32:07.000]  خودمون پید میکنم رو رنگ کنم
[00:32:07.000 --> 00:32:08.000]  عمل هم داری؟
[00:32:08.000 --> 00:32:09.000]  عمل
[00:32:09.000 --> 00:32:10.000]  عمل کرده بودم دیگه
[00:32:10.000 --> 00:32:11.000]  مواد
[00:32:11.000 --> 00:32:12.000]  مواد هم شیر میکنم
[00:32:12.000 --> 00:32:13.000]  شیره میکنه؟
[00:32:13.000 --> 00:32:14.000]  نه
[00:32:14.000 --> 00:32:15.000]  نه میکنه شیر میکنی ها؟
[00:32:15.000 --> 00:32:16.000]  نه مخورم
[00:32:16.000 --> 00:32:19.000]  چند دردوز میکنی؟
[00:32:19.000 --> 00:32:20.000]  زیاد نمیخورم های اینطور
[00:32:20.000 --> 00:32:23.000]  یکم هم مکرم و یکم هم دور کم هم مکرم
[00:32:23.000 --> 00:32:25.000]  چون گرانه
[00:32:25.000 --> 00:32:26.000]  گرانه نمیشه
[00:32:26.000 --> 00:32:27.000]  بعد ما قرص مکرم
[00:32:27.000 --> 00:32:29.000]  و از پرمان با قرص نکرم
[00:32:29.000 --> 00:32:30.000]  قرص مریم
[00:32:30.000 --> 00:32:32.000]  قرص ها مسلمانی کنیم
[00:32:32.000 --> 00:32:33.000]  تلاو شده دیگه
[00:32:33.000 --> 00:32:34.000]  تلاو هم برده
[00:32:34.000 --> 00:32:35.000]  تر شده
[00:32:35.000 --> 00:32:37.000]  مردم خوب و خوشحاله بوده
[00:32:37.000 --> 00:32:38.000]  همین مورد
[00:32:41.000 --> 00:32:42.000]  آقای خوبیش اینجا
[00:32:42.000 --> 00:32:45.000]  گرمبک به من دارو مداری
[00:32:45.000 --> 00:32:46.000]  چی؟
[00:32:46.000 --> 00:32:48.000]  شهرشی که ای چی میرم
[00:32:48.000 --> 00:32:49.000]  آقای خوبیش
[00:32:49.000 --> 00:32:56.000]  مایست رو بودم، الان قط کردم. دکترون من بگوید تا خوب شدی قط کردم. بودم آیتا رو بگویم. خوب شدم کمر میشم و بدم تمراند کنم.
[00:32:56.000 --> 00:33:02.000]  آدم خوب رو باید کمرش راست کنه دیگه. آیتا ببینید رگ با منم میگیره.
[00:33:02.000 --> 00:33:11.000]  شوبی رگ به سکبال. آهان میگیره. هر جایی که بودم برم تیخ بودم. خانم آمده تیخ بودم. بچاران رو ببینید.
[00:33:11.000 --> 00:33:16.000]  او باید تو خورس مورس دیگر نده دیگه
[00:33:16.000 --> 00:33:17.000]  باید بیشترش قوله من ده
[00:33:17.000 --> 00:33:19.000]  لفت تو در نکنم ممنون خدا خیلی
[00:33:19.000 --> 00:33:21.000]  به حساب کنم
[00:33:21.000 --> 00:33:23.000]  بیا حزین زده
[00:33:23.000 --> 00:33:25.000]  انشالله
[00:33:25.000 --> 00:33:27.000]  دقایق خوب
[00:33:27.000 --> 00:33:29.000]  لفت تو در نکنی
[00:33:29.000 --> 00:33:31.000]  خونه
[00:33:31.000 --> 00:33:36.000]  خانم آبو برو سپراین بردرده برو کمارمو نمیتونم بردرده
[00:33:36.000 --> 00:33:38.000]  به اینکه صاف کنی تو
[00:33:38.000 --> 00:33:40.000]  خودم رو خوب کنم برم نخواهیم
[00:33:40.000 --> 00:33:42.000]  با من دیگه
[00:33:42.000 --> 00:33:44.000]  که عرصی ایشانه
[00:33:44.000 --> 00:33:46.000]  عرصی ایمه همین سه کار
[00:33:46.000 --> 00:33:48.000]  جاپنگی عرصی
[00:33:48.000 --> 00:33:50.000]  خیلی خیلی خیلی
[00:33:50.000 --> 00:33:52.000]  شما تا اونجا بهتر بشید
[00:33:52.000 --> 00:33:54.000]  نسید مردم
[00:33:54.000 --> 00:33:56.000]  هاشو داروش برم
[00:33:56.000 --> 00:33:58.000]  جا داشتون برم
[00:33:58.000 --> 00:34:00.000]  بله
[00:34:00.000 --> 00:34:02.000]  چون شانه
[00:34:02.000 --> 00:34:04.000]  اکنه سی ها
[00:34:04.000 --> 00:34:06.000]  نه نه
[00:34:06.000 --> 00:34:08.000]  بگیرم بگیرم
