================================================================================
OPENAI WHISPER SPEECH-TO-TEXT WITH TIMESTAMPS (REFINED)
Source File : Session_Full_۲۰۲۶۰۸۲۲_۱۸۰۰۵۶.wav
Total Segs  : 2068
[00:10:54.560 --> 00:10:57.880]  نه دیگه، نمی‌تونیم ثبتش کنیم دیگه؛ ما نمی‌تونیم ناقص ثبتش کنیم.
[00:10:57.880 --> 00:11:02.200]  و این مدیریت با همون هیئت مدیره قبلیه دیگه فعلاً، تا تاریخ...
[00:11:02.200 --> 00:11:03.640]  آره آره، فعلاً با قبلیه.
[00:11:03.640 --> 00:11:05.100]  تا چه حد مدیران بردارن؟
[00:11:05.100 --> 00:11:07.780]  مثلاً این زمان هست که...
[00:11:07.780 --> 00:11:08.940]  به نظرم...
[00:11:08.940 --> 00:11:14.340]  مثلاً تا مدیران بعدی منصوب بشن، طبق ماده ۱۳۶ قانون تجارت، مدیران قبلی پابرجان.
[00:11:14.340 --> 00:11:16.580]  ممکنه اصلاً یه سال هم طول بکشه، ماده ۱۳۶؟
[00:11:16.580 --> 00:11:19.060]  آره، ولی خب بعدیش میگه بانک‌هاتون متوقف میشه.
[00:11:19.060 --> 00:11:20.260]  بانک‌ها رو...
[00:11:20.260 --> 00:11:25.300]  بانک‌ها اصولاً مطیع همون دو سال هستن، بعد دو سال دیگه شکل قبول نمی‌کنن.
[00:11:25.300 --> 00:11:27.220]  حالا پس اینو باید باشن.
[00:11:27.220 --> 00:11:29.580]  ولی قانون تجارت می‌گه تا مدیران بعدی بیان.
[00:11:35.100 --> 00:11:40.500]  اگر خیالشون راحت باشه میگه نه، تمدید نمیشه؛ برو تمدید کن، ولی بانک آشنا باشه حلش می‌کنه.
[00:11:40.500 --> 00:11:49.700]  حالا شما در مورد این شرکت‌ها چقدر اطلاع دارین؟ مثلاً بازرس چقدر می‌تونه؟ آیا می‌تونه هیئت مدیره رو اصلاً کنسل کنه یا باید درست کنه؟
[00:11:49.700 --> 00:11:55.700]  نه، بازرس خودش مصوبه خودش نه، انتخاب‌شده سهام‌دارانه‌؛ اصلا وقتی نداره بخواد هیئت مدیره رو بخواد...
[00:11:55.700 --> 00:11:56.980]  الان بازرس اینجا اومده...
[00:11:56.980 --> 00:11:58.420]  هیئت مدیره رو بازرسه...
[00:11:58.420 --> 00:12:04.420]  هیئت مدیره رو سهام‌داران تعیین می‌کنن، بازرس رو سهام‌داران؛ یعنی این مجمع سهام‌دارانه که همه تصمیم‌ها رو می‌گیره.
[00:12:04.420 --> 00:12:04.920]  آره.
[00:12:04.920 --> 00:12:13.500]  حالا اگه بازرس بیاد ادعا کنه خلافی صورت گرفته، تشکیل مجمع بدیم، بعد تشکیل مجمع بده چه اتفاقی میفته؟ اونا باز دوباره...
[00:12:13.500 --> 00:12:14.000]  ‌ آم...
[00:12:14.700 --> 00:12:21.200]  خب نه، دوباره این تشکیل مجمع، دوباره این هیئت مدیره قبلی نمی‌دن، ببین اونو از خوداشون رو نگه می‌دارن.
[00:12:21.200 --> 00:12:22.200]  چرا؟
[00:12:22.200 --> 00:12:27.700]  اونو از خوداشون رو دوباره جلسه بزنن، حرفشون از روز اول همینه که می‌گن آره دوباره جلسه برگزار کنن.
[00:12:27.700 --> 00:12:33.700]  آره خب، دوباره اینا می‌تونن دوباره؟ یعنی الان بازرس تقاضای دوباره جلسه به من داده؟ من می‌دونم.
[00:12:33.700 --> 00:12:36.520]  نه نه، هیئت مدیره، هیئت مدیره درخواست میده.
[00:12:36.520 --> 00:12:37.140]  نه، بازرسته.
[00:12:37.140 --> 00:12:43.340]  هیئت مدیره درخواست میده به روزنامه که آره، روزنامه ما مثلاً فلان روز جلسه داریم آگهی کن؛ اینه آگهی قبلیه.
[00:12:43.340 --> 00:12:49.140]  آره، هیئت مدیره، اما بازرس به هیئت مدیره خواسته، بازرس از هیئت مدیره خواسته که آقایی...
[00:12:49.140 --> 00:13:11.940]  بازرس قبلی، باید اول خود بازرس نمی‌تونه درخواست بده ها؟ این یک‌پنجم سهام‌داران می‌تونن رسیدگی مدیر رو درخواست کنن، آگهی دعوت بزنه، بعد اگر اظهارنامه زدن و اجابت نکرد، میاد بازرس... اون یک‌پنجم به بازرس درخواست می‌دن، اون موقع بازرس میده آگهی دعوت. بازرس اون هم تمدید نیست، مشکلتون اینه الان.
[00:13:11.940 --> 00:13:14.940]  نه بازرس قبلی همون افقانیست؟
[00:13:14.940 --> 00:13:17.940]  خب سال مالی هم دیگه، سال مالی تا افقانیست نه.
[00:13:17.940 --> 00:13:21.780]  حالا بازرس ما مشروعیت داره، بازرس قبلی ما؟
[00:13:21.780 --> 00:13:26.940]  بازرس قبلی نمی‌تونه الان آگهی دعوت بزنه، چرا؟ چون برج دوازده تموم شده.
[00:13:26.940 --> 00:13:29.180]  بازرس قبلی نمی‌تونه آگهی دعوت بزنه؟
[00:13:29.180 --> 00:13:58.700]  بازرس این کفتال مالی‌اش تا بیست‌ونهم دوازده تموم می‌شه از این روها، مگر این که پس اون مراجع یک‌پنجم سهام‌داران شرکت، ماده ۹۵ و ۹۶ قانون تجارت، یک‌پنجم سهام‌داران از هیئت مدیره درخواست کنین که آگهی دعوت بزنه، بیست روز می‌گذره، اگه نزد، ده روز از بازرس درخواست می‌کنین که آگهی دعوت بزنن، اگر نزد، پس میاد یک‌پنجم خودشون مجمع برگزار می‌کنن. باید چیزی که من می‌دونم هیئت‌مدیرتون اوکی هستن برای آگهی دعوت زدن.
[00:13:58.700 --> 00:14:05.460]  ببین الان هیئت‌مدیره ما بیشترشون نمی‌خوان مجمع تشکیل بشه.
[00:14:05.460 --> 00:14:10.660]  نه نه، اینکه مصوب شدن دیگه، اینه مصوب شدن. قبلی‌ها رو من منظورم اینکه...
[00:14:10.660 --> 00:14:12.460]  آره، قبلی‌های ما مشکل ندارن.
[00:14:12.460 --> 00:14:16.060]  آره آره، قبلی‌ها خودشون رو دوباره برگزار بشه.
[00:14:16.060 --> 00:14:25.420]  نه نه نه، قبلی‌ها از خودشون نیست، قبلی‌ها چیزن؛ ببینید، سه تا از قبلی‌ها الان توی جدیدن، خب ما سه تا ما توی جدیدیم.
[00:14:25.420 --> 00:14:30.240]  توی جدید سه تا باشن که با اکثریت می‌تونین جلسه برگزار کنین دیگه.
[00:14:30.240 --> 00:14:32.300]  نه، ما نمی‌خوایم جلسه برگزار بشیم.
[00:14:32.300 --> 00:14:33.220]  نه، می‌خواییم.
[00:14:33.220 --> 00:14:39.920]  مثلاً ما سه نفر، ما نمی‌خوایم جلسه برگزار بشیم، دو نفر می‌خوان، درسته؟
[00:14:39.920 --> 00:14:40.620]  درسته، مطرح کنیم.
[00:14:40.620 --> 00:14:45.240]  حالا بازرس اومده درخواست مجمع داده مثلاً هیئت مدیره خب سه نفر...
[00:14:45.240 --> 00:14:46.940]  نه نه، بازرس می‌گم.
[00:14:46.940 --> 00:14:50.180]  چون تمدید نداده خودشون در حال حاضر نمی‌تونه کاری کنه.
[00:14:50.180 --> 00:14:52.440]  تو زمانی که تجدید داره...
[00:14:52.440 --> 00:14:57.100]  شخص دیگر می‌تونه درخواست بده بازرس از همون شرکت دوباره جوانی از الان تازه از نیست
[00:14:57.100 --> 00:14:58.980]  دیگه الان دیگه اعتباری نداره
[00:15:00.000 --> 00:15:04.000]  این شرکتی که بازرسش شده بود، الان مدتش تمام شده.
[00:15:04.000 --> 00:15:05.000]  آیا بازرس شده؟
[00:15:05.000 --> 00:15:07.000]  نه، نه، دیگه نمی‌تونی، اعتباری نداره دیگه.
[00:15:07.000 --> 00:15:09.000]  از شرکت که بازرسشه؟
[00:15:09.000 --> 00:15:15.000]  فیلن نمیشه، تو همون چهار ماه اول سال همه شرکت‌ها مجمع می‌ذارن دیگه، بازرس انتخاب می‌کنن، علتش همینه.
[00:15:15.000 --> 00:15:17.000]  پس الان ما بازرس نداریم؟
[00:15:17.000 --> 00:15:19.000]  در حال حاضر بازرس نداریم، نه.
[00:15:19.000 --> 00:15:25.000]  ایشون الان نامزد شده ما نمی‌تونیم بگیم شما بازرسی، شما بازرس نیستی که نام رو زده
[00:15:25.000 --> 00:15:26.000]  شما بازرس نیستی
[00:15:26.000 --> 00:15:28.000]  پس اون نمی‌تونه بازرس باشه؟
[00:15:28.000 --> 00:15:32.000]  بازرس روزنامه رسمی قبلی رو نگاه می‌کنی میگه تا پایان سال مالی
[00:15:32.000 --> 00:15:34.000]  تا پایان سال مالی یعنی اسفند ماه؟
[00:15:34.000 --> 00:15:36.000]  سال مالی ما اسفند ماهه
[00:15:36.000 --> 00:15:37.000]  بله دقیقاً
[00:15:37.000 --> 00:15:38.000]  مرسی ممنون
[00:15:38.000 --> 00:15:40.000]  ما در خدمت این سلامت باشیم
[00:15:40.000 --> 00:15:42.000]  دادگاهش می‌کنیم ما این‌ها رو این هم نمی‌تونم
[00:15:42.000 --> 00:15:44.000]  من فکر کردم صورتجلسه‌ش اوکی شد
[00:15:44.000 --> 00:15:51.000]  آقا ما این‌ها اومدن یه سری حرفا رو زدن فکر کردم من اومدم اینا رو نوشتم گفتم آقا من که بردم
[00:15:51.000 --> 00:15:53.000]  من که تو هیئت مدیره انتخاب شدم
[00:15:53.000 --> 00:15:55.000]  من که ویس هیئت مدیره هم شدم
[00:15:55.000 --> 00:15:56.000]  درسته؟
[00:15:56.000 --> 00:16:11.000]  پس چرا دستکاری می‌کنن تو نوشتن؟ اینو آقای رحیمی نوشته اول دکتر پاشایی صورتجلسه رو گرفته داده به رحیمی با آقای قاسمی هم همه هنگ کردن آقای قاسمی هم گفته مثلاً این گوشه بازرسشو این‌جوری بنویسید دردسراتون کم میشه
[00:16:11.000 --> 00:16:14.000]  خب؟ کم میشه برای محضر کار کردن دیگه
[00:16:14.000 --> 00:16:19.000]  بله برای محضر کار درست بوده یعنی بازرس‌ها اینا هی شبهه ایجاد می‌کنن نه این دستکاری شده
[00:16:19.000 --> 00:16:23.000]  نه اینا حرکتشون اینه که دوباره چون گفتن دوباره دوباره
[00:16:23.000 --> 00:16:26.500]  آره اینا تو ببین نتونستن رای‌هاشونو چیز کنن
[00:16:26.520 --> 00:16:30.440]  آره نتونستن ببرن و الان بیان دوباره برگزار بشه دوباره رای بیاری
[00:16:30.460 --> 00:16:34.900]  اون بیانیه خیانته دیگه یه انتخاباتی شده سی چهار نفر بوده اینا
[00:16:34.920 --> 00:16:47.940]  حالا درست رای‌ها رو بد نوشته دکتر پاشایی و مکر و مکاره خودش دو ماه مهندسی کرد که کیا رو بیاره خودش رفت بیرون حالا ما چی‌کار کنیم
[00:16:47.940 --> 00:16:51.360]  اصلا رای‌تونو دیدن مطرح شدن من این داستانو
[00:16:51.360 --> 00:16:59.420]  ها مطرح شدی چجوریه؟ خب من... آقا ماها چی‌کار کنیم الان ما رو متهم دارن می‌کنن صورتجلسه تمام شده؟
[00:16:59.420 --> 00:17:00.500]  آره تمام شده
[00:17:00.500 --> 00:17:02.500]  رای دادن سهام‌دارا رای دادن
[00:17:02.500 --> 00:17:06.660]  رای دادن آقا تمام شده خودشون هم در رای‌گیری میگن اصلا خلاف شده
[00:17:06.660 --> 00:17:15.620]  تمام جلسه باید باهم بگیر بذاری این قضیه رو حل کنید واقعاً اصلا سهام‌دارو هم بگین دوباره جلسه واقعاً خنده داره مگه ما بیکاریم که همه هم دکتر هم بیکار که نیستن که
[00:17:15.620 --> 00:17:16.900]  واقعاً بیکار که نیستن که ما بیکاریم
[00:17:16.900 --> 00:17:18.040]  واقعاً بیکار نیستن
[00:17:18.040 --> 00:17:23.820]  حالا من امروز پس اگر بازرس نتونه اونا باید برن دنبال یک پنجمش
[00:17:23.820 --> 00:17:36.040]  اصلا بازرس همین جوری که نمیتونه که ماده ۹۵ و ۹۶ قانون تجارت رو ببینید کامل توضیح داده شما همون چه آرتیبی هم بزنیم از تو میاد ماده ۹۵ و ۹۶ شما اون تجربه در راستاش ۹۵ه
[00:17:36.040 --> 00:17:37.520]  باشه باشه آه من ماده ۹۵ه باشه
[00:17:37.520 --> 00:17:40.360]  باشه در خدمتی سلامت داشتی خوش برو خدا
[00:18:48.480 --> 00:19:00.480]  آقا فقط نزدید یخ زدم اصلا این دو شب جزو عمر نبود فوق‌العاده بخاری روشن کردی اصلا فوق‌العاده
[00:19:13.480 --> 00:19:17.480]  حاج مشتاق سلام بچه ها خوب هستن؟ دایی قربانت بشم
[00:20:00.000 --> 00:20:29.980]  بیمار در مطب پزشکی
[00:20:30.000 --> 00:20:36.000]  آقا خوش اومدید این حرفایی شما زدید؟ خواهش که می‌بینید
[00:20:36.000 --> 00:20:50.000]  آره اون بوده نشستن اونا آره می‌زد خب بقیه می‌اومدن ببین اونا باز پیشه اونا باز پیشه
[00:20:50.000 --> 00:20:52.000]  [... repetitive background audio / music ...]
[00:22:05.000 --> 00:22:07.000]  سلامتی
[00:22:10.000 --> 00:22:16.000]  بفرمایید [... repetitive background audio / music ...]
[00:22:16.000 --> 00:22:18.000]  خب این دیگه با بفرمایید
[00:22:18.000 --> 00:22:32.000]  جایی‌هم جابه‌جا شدید دیگه خب خوبه خدا رو شکر درست کنید نامنظمی چرا؟ درست کنید نامنظمی
[00:22:32.000 --> 00:22:40.000]  اوکلاف درخواست و تیل و تیل و تیل یه امداد این معنیشو می‌گید باید اون در پایین خب اینجا تو کلیت داری دیگه
[00:23:05.000 --> 00:23:13.000]  خب اونم مهم نیست، اونم حل میشه مهم اینه که رفتی رو همه چون چارچون، آرگار رو سکه
[00:23:35.000 --> 00:24:04.980]  موسیقی در موسیقی
[00:24:31.000 --> 00:24:51.940]  یاد ده خیلی ساعتی برطری ساعت ممکن اصلا یک کم لذت سرکونم
[00:25:00.000 --> 00:26:29.980]  موسیقی در مطب پزشکی موسیقی در موسیقی دیگر موسیقی در موسیقی
[00:26:50.000 --> 00:27:20.000]  مردی را بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن بردن ب
[00:27:48.000 --> 00:28:17.980]  موسیقی در موسیقی
[00:28:38.000 --> 00:29:07.980]  موسیقی در موسیقی درسته
[00:30:30.000 --> 00:30:55.400]  بفهمه
[00:30:55.400 --> 00:31:00.480]  سلام بسیار خوب چی شده خانم کوکن؟
[00:31:00.480 --> 00:31:04.480]  دخترم از نزدیک یک هفته‌ست درد می‌کنیم
[00:31:04.480 --> 00:31:06.480]  دو دفعه دکتر رفتم
[00:31:06.480 --> 00:31:08.480]  یک هفته‌ست تب داره؟
[00:31:08.480 --> 00:31:10.480]  چی دیدی؟ دو دفعه دکتر
[00:31:10.480 --> 00:31:12.480]  دیگه؟
[00:31:12.480 --> 00:31:14.480]  خب غیر از تب چه مشکلی داره؟
[00:31:14.480 --> 00:31:18.480]  حالا تهوع برام می‌آرد سردرد
[00:31:18.480 --> 00:31:22.480]  سردرد بعد تهوع سردرد
[00:31:22.480 --> 00:31:24.480]  بعد اسهال اینا چی؟
[00:31:24.480 --> 00:31:28.480]  درد می‌کنه؟ بیشتر پیشانی و اینا رو بگم
[00:31:28.480 --> 00:31:30.480]  صبح درد می‌کنی یا غروب‌ها؟
[00:31:30.480 --> 00:31:34.480]  از پنجشنبه بعد از ظهر این سردردش شروع شده
[00:31:34.480 --> 00:31:36.480]  صبح بعد از ظهرش فرق نداره؟
[00:31:36.480 --> 00:31:37.480]  نه
[00:31:37.480 --> 00:31:46.480]  تبش توی یک هفته‌ست ولی سردرد یک دو روزه بیا اینجا با اینجا تب بشین بفهمیم زیاده کم میشه؟
[00:31:46.480 --> 00:31:48.480]  آره
[00:31:50.480 --> 00:32:31.480]  دهنتو باز کن، من این گلو رو بررسی می‌کنم. از اینجا معاینه می‌کنم. اینجای سرت درد می‌کنه؟ دست می‌زنم اینجا، اینجا درد می‌کنه یا نه؟ الان دست می‌زنم درد داره؟ نه؟ گردنت رو راست کنی درد می‌کنه؟ نه؟ آفرین، نفس بکش. نفس کشیدن درد داره؟ خب بشین. خب، اسم بزرگ‌تون چیه؟ خانم کوکبی.
[00:32:31.480 --> 00:32:35.480]  فاویسم داره، آره، بود.
[00:32:35.480 --> 00:32:39.480]  خب، من یک آزمایش براش می‌نویسم، یه چکاپ انجام بدین.
[00:32:39.480 --> 00:32:41.480]  قبلاً فاویسم رو بررسی کرده بودیم توی چند ماهگی.
[00:32:41.480 --> 00:32:43.480]  خب اون باقلا خورده بود، دارو داده بودیم.
[00:32:43.480 --> 00:32:45.480]  خوب شده؟
[00:32:54.480 --> 00:32:56.480]  کوفتگی اندام داره؟
[00:32:57.480 --> 00:32:58.480]  نه.
[00:33:08.480 --> 00:33:10.480]  کم‌خونی اینا که نداشته؟
[00:33:10.480 --> 00:33:13.540]  باید اون فاویسم‌شون بررسی بشه و من رو بررسی کرد.
[00:33:13.540 --> 00:33:18.480]  آه، اون فاویسم این‌ها رو بگید ثبت کنن، جواب این آزمایش‌ها رو بیار من ببینم.
[00:33:18.480 --> 00:33:19.200]  باشه.
[00:33:19.200 --> 00:33:21.440]  حالا می‌بایست آزمایش بده.
[00:33:21.440 --> 00:33:22.240]  خواهش می‌کنم همین رو برام بنویسید.
[00:33:22.240 --> 00:33:27.920]  فاویسم این‌ها رو هم بگید ببرید یه لحظه من ببینم این‌ها چی دادن.
[00:33:33.780 --> 00:33:45.060]  دست‌خط رو نگاه کنید، دل‌درد داشته، حالت استفراغ، و برای دل‌دردش نوشتن. بعد اینجا آمپول شرو، آموکسی‌سیلین هست، دیشب تب داشته بود؟
[00:33:45.060 --> 00:33:46.060]  دیشب آره.
[00:33:46.060 --> 00:33:48.060]  پس بذار دارو هم بنویسن.
[00:33:50.060 --> 00:33:54.060]  سرشب تب داشت، سرشب استامینوفن دادم، دیگه قطع شد.
[00:34:04.060 --> 00:34:05.060]  شربت استامینوفن دارین؟
[00:34:05.060 --> 00:34:06.060]  نه.
[00:34:06.060 --> 00:34:11.060]  دیگه نمی‌نویسم. خب این داروها رو بیار من ببینم.
[00:34:16.020 --> 00:34:18.020]  بیاد، جاش فامیلتونو بگید.
[00:34:29.420 --> 00:34:30.420]  بیاین خانم کوکبی.
[00:34:30.420 --> 00:34:31.420]  شکر می‌کنم.
[00:34:31.420 --> 00:34:32.420]  خداحافظ.
[00:35:00.000 --> 00:35:29.980]  (بررسی پرونده بیمار، گفتگو بین دکتر و بیمار در مطب پزشکی، داروها، آزمایش و نسخه.)
[00:35:30.000 --> 00:35:33.000]  الان سرفه می‌کند، سرفه.
[00:35:33.000 --> 00:35:34.000]  خسخس سینه، تب هم داره؟
[00:35:34.000 --> 00:35:38.000]  تب، خس‌خس سینه، سرفه‌هاش خشک یا خلطی؟
[00:35:38.000 --> 00:35:39.000]  خشکیه.
[00:35:39.000 --> 00:35:41.000]  پشت سر همه یا تک‌تک می‌زنه؟
[00:35:41.000 --> 00:35:43.000]  نه، پشت سر هم باشه.
[00:35:46.000 --> 00:35:50.000]  شربت برای سرفه سرماخوردگی دادم، ولی این فرقی نکرده.
[00:36:20.000 --> 00:36:22.000]  خیلی خوب.
[00:36:22.000 --> 00:36:32.000]  بچه‌تون چند ماهشه؟ ۷ ماهشه. دارو خوردن اینجوری خوبه؟ اگه دارو خوب می‌خوره آمپول ننویسید.
[00:36:32.000 --> 00:36:34.000]  نه، آمپول نیازی نیست براش.
[00:36:34.000 --> 00:36:36.000]  براش.
[00:36:36.000 --> 00:36:38.000]  براش.
[00:36:38.000 --> 00:36:44.000]  بیایید دارو رو بدن ثبت کنن.
[00:36:48.000 --> 00:36:50.000]  ثبت کنن.
[00:37:04.000 --> 00:37:06.000]  دارو توی آزمایشه.
[00:37:06.000 --> 00:37:14.000]  آزاده؟ بیاید بگو خانم ناظر یا کسی بزرگ‌تر برگرده.
[00:37:18.000 --> 00:37:28.060]  استامینوفن دارید؟
[00:37:28.060 --> 00:37:28.460]  آره.
[00:37:28.460 --> 00:37:29.820]  دیگه ننوشتم.
[00:37:29.820 --> 00:37:38.540]  این علامت اسهال هست.
[00:37:38.540 --> 00:37:47.460]  یه داستان جدید، اسهالش روزی چند باره؟ چون که میگم یه داستان جدید بخوایم از این داروها باید تغییر بدم.
[00:37:47.460 --> 00:37:49.460]  کلاً اسهال هست؟
[00:37:49.460 --> 00:37:51.460]  نه، کلاً مثلاً دو بار، ده بار؟
[00:37:51.460 --> 00:37:53.460]  دو بار سه بار که میشه اسهال.
[00:37:53.460 --> 00:37:59.460]  خب دو بار سه بار زیاد نیست؟ اگه در روز دو بار سه بار یکم شله، خلط‌کننده این‌ها می‌دین؟
[00:37:59.460 --> 00:38:01.460]  نه، هیچی ندارم بشین.
[00:38:01.460 --> 00:38:09.460]  یه شربت ضد اسهال هم بنویسید؟ باید چیکار داروهاشو بدیم؟ قبلاً سفتریاکسون بود یعنی؟
[00:38:09.460 --> 00:38:11.460]  الان چارتای روزی که این‌جوریه.
[00:38:11.460 --> 00:38:13.460]  خب نمی‌نویسن داروهاشو.
[00:38:13.460 --> 00:38:18.960]  چون به ملاک من بود، یه نیم‌ساعت بودم، فعلاً نکردم، الان برام به ملاک سه بدن مشکل ندارم؟
[00:38:18.960 --> 00:38:21.960]  نه، اشکال ندارم، خیلی تفاضل، یکم بدی اشکال ندارم.
[00:38:21.960 --> 00:38:22.960]  مباشد.
[00:38:22.960 --> 00:38:23.960]  مباشد.
[00:40:00.000 --> 00:40:59.980]  (موسیقی در مطب پزشکی، موسیقی در پس‌زمینه)
[00:41:27.000 --> 00:42:54.820]  الان سلام خانم دکتر وقتتون بخیر، مزاحم نمی‌شم، من دکتر حسین ایبایی هستم، همکارتون، حال شما خوبه؟ عذرخواهی می‌کنم اگر بدموقع هم تماس گرفتم. خانم دکتر من پسرم سال آخر رشته مهندسی کامپیوتره برای این پایان‌نامه چیزی رو گرفته به این صورت که مثلاً در یک ویزیت پزشک و بیمار چند دقیقه بیمار صحبت می‌کنه، چقدر پزشک، تایم‌هاشونه. بعد این‌ها چهار تا پزشک که گفتن باید بررسی بشه، دو تا خانم، دو تا مرد. دو تا مردی که آقای دکتر هرمیان زحمت کشیدن، یه هفته و یکی هم خودم که به این صورت که یک موبایل هست که این اتوماتیک خودش فقط به صداها تعریف شده ضبط می‌کنه، یه هفته فقط توی مطبتون به برق وصل شده، گذاشته میشه تا آخر هفته. بعد هم برداشته میشه. این باید اون آمارهاشو بگیره و مثلاً ارائه بده. برای شما هیچ چیزی نداره مثلاً خطر، این مسئولیت پس من از منشی می‌فرستم فقط توی اتاق خودتون باشه و از برق خارج نشه چون باتریش مشکل داره. من پنج، اشکال نداره اون برق بیاد، فقط تو شارژ باشه، من آخر هفته می‌گیرم، ممنون سیستم می‌فرستم سپاسگزارید. این مریض مرخص شد راستی؟ آه بله آره این می‌دونم. می‌دونم. خوب.
[00:42:57.820 --> 00:43:06.820]  بند ریه شاید دست میده، آه روحیه. بله بله درسته.
[00:43:09.820 --> 00:43:18.820]  بله درسته.
[00:43:24.820 --> 00:43:30.820]  بله.
[00:34:52.820 --> 00:43:54.820]  یعنی اندکس می‌شن؟
[00:44:02.820 --> 00:44:08.820]  بله درسته.
[00:44:14.820 --> 00:44:16.820]  درسته.
[00:44:27.820 --> 00:44:34.820]  کار خوبی کردی، کار...
[00:44:39.820 --> 00:44:41.820]  بر...
[00:44:44.820 --> 00:45:32.000]  درسته می‌تونم با همکاری بوده، مشابهه گرفتم این دارو دیرتر مراجعه کرده، مریضی پیشرفته‌تر شده یا خود سرعت مریضی خیلی شدید بوده. آره، آره افسرده هم هست. دقیقاً سمت پرده. بله، خیلی خوبه با من صحبت کردی چون بعضی‌ها تماس می‌گیرن، این‌ها حرف رو برعکس می‌گیرن. چشم خانم دکتر، دستتون درد نکنه، ازتون تشکر می‌کنم، مرسی، سپاسگزارم، ممنونم، خدانگهدار. خانم سمیعی.
[00:46:00.000 --> 00:46:10.860]  قانون ۹۵ و ۹۶ تجارت چیست؟
[00:46:58.000 --> 00:47:25.820]  خمسنوی این رو به چیز بگن خانم نیست هنوز نیومده این موبایل و جمع‌بندی آره همون باشه همه هنگ کردم با اشکال نداره تو اتاقش تو اتاق کارش تو برق باشه فقط پوانش می‌گن از برق خارج نکن اگر برقم رفت دست نزده.
[00:47:55.820 --> 00:48:28.820]  همچنین موبایل هم نخواهیم ببینیم بخونم سلام سلامت بشین بچه رو تخم‌چشم دارید؟ نه روی تخت فیکس دارید اون برگه رو بیارید ببینیم، چی شده آقای رحیم‌پور؟
