================================================================================
OPENAI WHISPER SPEECH-TO-TEXT WITH TIMESTAMPS (REFINED)
Source File : Session_Full_۲۰۲۶۰۸۰۵_۱۳۰۰۳۷.wav
Total Segs  : 657
[01:43:18.000 --> 01:43:22.000]  از چM موقعی شروع شده؟
[01:43:22.000 --> 01:43:26.000]  بفرمایید، سلام، حالتان چطور است؟
[01:43:26.000 --> 01:43:30.000]  از دیروز همه چیز را سرفه می‌کند.
[01:43:30.000 --> 01:43:32.000]  سرفه می‌کند؟
[01:43:32.000 --> 01:43:36.000]  از دیروز سرفه دارد و بی‌حال است.
[01:43:36.000 --> 01:43:40.000]  سرفه شدید دارد و نفس‌نفس می‌زند.
[01:43:40.000 --> 01:43:42.000]  سرفه دارد دیگر.
[01:43:42.000 --> 01:43:46.000]  بی‌حالی، تب و سرفه دارد.
[01:43:46.000 --> 01:43:48.000]  تب هم دارد؟
[01:43:48.000 --> 01:44:00.000]  چند روز است این‌طور است؟ دارو داده‌اید؟
[01:44:00.000 --> 01:44:02.000]  بله.
[01:44:12.000 --> 01:44:14.000]  بی‌حال است.
[01:44:14.000 --> 01:44:16.000]  ادرار هم نکرده است.
[01:44:16.000 --> 01:44:18.000]  ادرار هم نکرده؟ از کی ادرار نکرده است؟
[01:44:18.000 --> 01:44:20.000]  از دیروز ادرار نداشته.
[01:44:20.000 --> 01:44:24.000]  چند ماهش است؟
[01:44:24.000 --> 01:44:26.000]  ها؟
[01:44:26.000 --> 01:44:28.000]  سنش چقدر است؟
[01:44:28.000 --> 01:44:30.000]  تب شدید داشته؟
[01:44:30.000 --> 01:44:34.000]  نه، همین‌جوری است. دارویی که خورده چطور بوده؟
[01:44:34.000 --> 01:44:36.000]  نه، از دیروز شیر هم درست نخورده است.
[01:44:36.000 --> 01:44:38.000]  دارو داده‌اید؟
[01:44:38.000 --> 01:44:40.000]  داروی دیگری نداده‌ام.
[01:44:40.000 --> 01:44:44.000]  اگر خیلی حالش بد است باید بستری شود.
[01:44:44.000 --> 01:44:46.000]  کجا ساکن هستید؟
[01:44:46.000 --> 01:44:52.000]  شهرک صدف هستیم. اگر امکان دارد راهنمایی کنید بچه را بیاوریم.
[01:44:52.000 --> 01:44:58.000]  اگر راه دور است، دارو می‌دهیم. از فامیلتان کسی همراهتان است؟
[01:44:58.000 --> 01:45:00.000]  بله.
[01:45:00.000 --> 01:45:02.000]  چرا هوا این‌طور شده است؟
[01:45:02.000 --> 01:45:06.000]  عفونت و ویروس است؛ یا از کسی گرفته یا از هوا است.
[01:45:06.000 --> 01:45:08.000]  هوا هم گرم و سرد می‌شود.
[01:45:08.000 --> 01:45:16.000]  بله، گرم و سرد شدن تأثیر دارد. این نسخه شماست، بروید داروها را بگیرید و بیایید.
[01:45:16.000 --> 01:45:20.000]  هزینه‌اش چقدر می‌شود؟ بهتر است داروهای دیگری هم بدهید. ان‌شاءالله که خوب می‌شود.
[01:45:30.000 --> 01:45:36.000]  سلام
[01:45:58.000 --> 01:46:02.000]  اینجا باز می‌کنه؟ نه.
[01:46:02.000 --> 01:46:04.000]  کد؟
[01:46:04.000 --> 01:46:06.000]  باید بگیرم.
[01:46:06.000 --> 01:46:10.000]  باید بگیرم.
[01:46:26.000 --> 01:46:36.000]  ببینید حالا من بگم، یک درگیری بعدش کمتر شده، این یکی خیلی باید می‌داشت، بنابراین یک درگیری کمتر شده.
[01:46:36.000 --> 01:46:42.000]  خب، اینو نوشتم، یک آزمایش انجام بده جوابش بیاد من بدم.
[01:46:42.000 --> 01:46:44.000]  همینجا انجام بده؟
[01:46:44.000 --> 01:46:46.000]  بله بله، همین درمانگاه داره، آزمایشگاهش همینجا.
[01:46:46.000 --> 01:46:50.000]  به منشی میگه کجاست؟ حالا من انجام میدم.
[01:46:50.000 --> 01:46:52.000]  انجام بده؟ آره، جوابش بیاد من ببینم.
[01:46:52.000 --> 01:46:54.000]  آها، خیلی ممنون.
[01:47:49.000 --> 01:47:58.000]  ...آره سلام، حال شما چطوره؟ سلامت باشید.
[01:47:58.000 --> 01:48:02.000]  بفرمایید، سلام، حال شما چطوره؟ بفرمایید، سلامت باشید.
[01:48:02.000 --> 01:48:04.000]  ...هم دیروز سرفه می‌کنه.
[01:48:04.000 --> 01:48:05.000]  سرفه؟
[01:48:05.000 --> 01:48:07.000]  ...بدنش گاهی هم...
[01:48:07.000 --> 01:48:11.000]  یه تب خفیف، به هم ریخته، بی‌حوصله شده؟
[01:48:11.000 --> 01:48:13.000]  یه نوعی بی‌حوصله شده، بی‌حالی هم داره.
[01:48:13.000 --> 01:48:14.000]  خس‌خس هم که...
[01:48:14.000 --> 01:48:15.000]  خس‌خس سینه؟
[01:48:15.000 --> 01:48:17.000]  من خس‌خس احساس می‌کنم.
[01:48:17.000 --> 01:48:19.000]  سرفه‌های شدید یا خفیفی می‌کنه؟
[01:48:19.000 --> 01:48:26.000]  دیگه هر چند وقت، یه سرفه‌های دو تا پشت سر هم می‌کنه.
[01:48:31.000 --> 01:48:35.000]  چند وقتی شدید؟ بردمش ۱۵ روزش شد.
[01:48:35.000 --> 01:48:37.000]  یه مقدار زردی صورتش...
[01:48:37.000 --> 01:48:39.000]  دستور دادیم جا بردیم بخشیش خوب است.
[01:48:39.000 --> 01:48:45.000]  بردنش، اگر زردی نباشه خوبه؟ از اینش باید گفت همه آثارش زیاد نیست.
[01:48:45.000 --> 01:49:07.000]  اون بعد به مرور از بین میره. گروه خونیتون چیه؟ O؟ O باشه همینجوریه. O معلوم تا پیمانه ملچه بود برسونه خون؟ نه نه یاد نیست. دستم یه کم پیچ‌درپیچ بود از این‌ها خوب می‌شن باید بباره خون مادر که تو بدنشون تیزه میشه زردیشو کم می‌کنه.
[01:49:11.000 --> 01:49:18.000]  خوب برش داریم بزنیم بسیار راضیه.
[01:49:18.000 --> 01:49:24.000]  اما تو درست خیلی دیگه باشید، این شربت عفونتی نداره؟
[01:49:24.000 --> 01:49:30.000]  اما باید مثلاً می‌دونم خوب جواب میده، یه هفته در هفته.
[01:49:30.000 --> 01:49:36.000]  می‌دونم مقاومت میده، هفته دیگه می‌بینم، شبیه‌تر می‌بینم، خودتون هم رژیم غذایتون رو رعایت کنید.
[01:49:36.000 --> 01:49:39.000]  این از این تاژر که بتونن برای همون مانیتورینگ که ندارن.
[01:49:39.000 --> 01:49:40.000]  آره.
[01:49:41.000 --> 01:49:43.000]  از این ملین‌هایی که برای بچه‌م...
[01:49:43.000 --> 01:49:46.000]  یه میلی‌لیتر برای یک ماه، زیر یک ماه نمی‌ده.
[01:49:46.000 --> 01:49:47.000]  آره، زیر یک ماه.
[01:49:47.000 --> 01:49:48.000]  بله؟
[01:49:48.000 --> 01:49:51.000]  مدفوعش خوبه؟ مامانش کشته، نه نه.
[01:49:51.000 --> 01:49:52.000]  نه اون اشکالی نداره.
[01:49:52.000 --> 01:49:54.000]  از شکم بچه خیلی...
[01:49:54.000 --> 01:49:55.000]  از اون کار بوده.
[01:49:55.000 --> 01:49:56.000]  اون مثل اسهال آبکیه؟
[01:49:56.000 --> 01:49:57.000]  بله.
[01:49:57.000 --> 01:50:00.000]  مثل اون زیر ۷-۸ بار بودنش طبیعیه، بس شک می‌کنم.
[01:50:00.000 --> 01:50:02.000]  آره، اون مثلاً اسهال نیست.
[01:50:05.760 --> 01:50:11.500]  آره اون، توشه‌های ریز، اون عرق توش هست ما.
[01:50:13.000 --> 01:50:42.000]  کالاندولا یا این پماد زنیل دارین؟ آره. بی‌قراری‌های شدید که نداره خانم دکتر بود؟ به اون صورت نه ولی خب قطره هم داده بودند دارو می‌تونی کنونی بدی به غیر از اونی که داری؟ بیرون‌روی‌ها داده بودی خب همون هم بهش بدی داری.
[01:50:42.000 --> 01:50:43.000]  آها، اون هم به دارو بست؟
[01:50:43.000 --> 01:50:45.000]  دارو حالا بیایین به من بدین.
[01:50:50.000 --> 01:51:01.000]  خواهش می‌کنم، دکتر خیلی من چند سایه خوردم شما خودتون بهتر می‌دونید آیا این آب‌ریزش به این قطره دادی؟ چند تا قطره آب‌ریزش بهتر ندادیم.
[01:51:01.000 --> 01:51:03.000]  دکتر من دارم تو بینیش رو پاکم بکنم.
[01:51:03.000 --> 01:51:39.980]  پاکم می‌کنی، یک قطره‌بینی برای بینیش، نه نه شربت هست؟ شربتی که شما بردارید، شربتی که شما بردارید، شربتی که شما بردارید...
[01:52:50.000 --> 01:54:49.980]  [موسیقی پس‌زمینه] درسته.
[01:55:00.000 --> 01:55:29.980]  [موسیقی در مطب پزشکی]
[01:56:00.000 --> 01:56:29.980]  [موسیقی پس‌زمینه]
[01:57:25.000 --> 01:57:34.000]  بخورین، این شربت‌هاش روزی ۳ بار، قطره‌اش هم هر ۸ ساعت ۱۶ قطره.
[01:57:34.000 --> 01:57:40.000]  بفرمایید قطره‌اش هر ۸ ساعت ۱۶ قطره بخورین.
[01:57:40.000 --> 01:57:48.000]  با جلو تخت بذارید بررسی‌اش کنید و معاینه‌اش کنید، بفرمایید چند روزی شد؟
[01:57:48.000 --> 01:57:49.000]  دو روز.
[01:57:49.000 --> 01:57:50.000]  یه روز.
[01:57:50.000 --> 01:58:34.000]  دوازدهم ساعت صبح، اولین روز بعد از تولدی که اینو داشته برموند، این روز رو... مادر نوزاد O منفی، نوزاد O منفی.
[01:58:34.000 --> 01:59:20.000]  نه، پدر چیه؟ A مثبت. مادر O منفی، پدر A مثبت، بچه O منفی، O منفی اینا از نظر Rh چون بچه منفیه، مادر هم منفیه خوبه، بله؟ این‌ها با هم ناسازگاری دارند، این هم ABO ناسازگاری دارند، این‌ها منفی و مثبت‌ها جور درمیاد دو تا منفی هستند ولی O با A جور درمیاد در نتیجه این‌ها دچار زردی بالا پیش‌رونده می‌شن و حتماً باید زیر دستگاه یا بستری بشن. الان با ۵ و خورده‌ای هم باید بستری می‌شد کردن ولی دکتر یه تخفیف داده، این ترتیبی بود که احتمالاً همون بوده. دیگه چیزی نبوده رفع کرده ندید.
[01:59:20.000 --> 01:59:31.000]  خب دوست داره دیگه هم که ما تفاوت نیست کردیم اشتباه کردیم. اون هم اون اعتماد نزدیک باید بستری بشه یا یک دستگاه باشه. اما بینوش هم ترتیبی بودن اونجا.
[02:00:14.000 --> 02:00:29.000]  سالمه، خوب، ولی زردیشو دستگاه بردید. آقای دکتر هم بیمار، آقای دکتر همه آلرژیک نام برده، تا شنبه دستگاه بردید، بله بله، یه خون‌سازی هم می‌رسیم.
[02:00:29.000 --> 02:00:48.900]  اینکه زیر دستگاه باید نساخت بی‌قرار بود، صبح و شب یک چهارم رو تو آب حل کنیم به بچه بدیم، دمای اتاق رو ۲۸ درجه نگه دارید چون گرم هوا الان نمی‌دونید چی‌کار کنید نه نمی‌دونید، در نتیجه بسیار رو ۲۸، ۲۷، ۲۹، این‌ها باشه.
[02:00:48.900 --> 02:00:49.900]  ۲۷ و ۲۹.
[02:00:49.900 --> 02:01:08.200]  آره ۲۸ بگیرین شما این دماغ باشه، لخت هم باشه، زیر دستگاه هم باشه، یکی هم نمیشه چون اگه گرم باشه بی‌قرار میشه، سرد هم باشه، ولی بچه خوب نیست خب، منه؟ این قرص دارو خواهد می‌گید دستگاه هم بمونینش، می‌گید تا شنبه بگید به طور، این مرتبه‌اش گفتید، سیاه می‌روند.
[02:01:08.200 --> 02:01:09.520]  نه، خونه‌اش کاره، مثل قیره.
[02:01:09.520 --> 02:01:10.200]  آفتاره.
[02:01:10.200 --> 02:01:11.160]  سفت بودنش رو میشه؟
[02:01:11.160 --> 02:01:14.320]  نه مثل چسبنده‌ایی، باید از این جوانس قیره.
[02:01:14.320 --> 02:01:28.660]  این بد نظیر مدفوعش آب میشه، زرد میشه نه اینو طبیعتاً داریم، مثلاً چهار پنج روزی این حالت هستیم درست دیگران نباشید نه چکره، پس اینو الان دستگاه کنه تا شنبه بله بله تا شنبه میانتی با آزمایش چیز نداری؟ نه نمی‌خواد.
[02:01:28.660 --> 02:01:29.860]  قطره‌اش هم اوکی بوده؟
[02:01:29.860 --> 02:01:38.000]  ۵.۵ لبه مرز بوده من دیدم آها ۵.۵ بود خوبه الان شیر خوب می‌خوره مادرش دیابت که نداشته دوران بارداری؟
[02:01:38.000 --> 02:01:39.360]  دوران بارداری داشتن.
[02:01:39.360 --> 02:01:42.040]  بعدش دیگه توی بیمارستان چک کردن هم گفتم شکر.
[02:01:42.040 --> 02:01:44.160]  نگه داشتن یه روز به‌خاطر اینی که چک بشن.
[02:01:44.160 --> 02:01:44.960]  خب پردردن.
[02:01:44.960 --> 02:01:57.660]  قند پایین نداشتن، اگر قند پایین می‌افتاد، پیش‌تر دیدید؛ آب‌قندی چیزی... معمولاً تو لحظه‌های اول مرزا افت قند می‌ده، بعد از چه لحظه‌هایی این مرحله...
[02:01:57.680 --> 02:01:59.160]  از توش هستن، نگهش داشتن.
[02:01:59.180 --> 02:02:28.760]  خب اونو نگه داشتن، آزمایش هم احتمالاً باید بله، آزمایش گرفتن نه، اون از اون پریده، آره؟ سلامتی آره، لعنت کنه بوم زادمی آره. دستگاه هم چون می‌خواد برام روشن کنن نه، البته بالا تست کردیم اینو بخوام سمت چیز کنم تمام کنید، خوبه‌بخوایی رو گفتنی دستگاه یه دستگاه خوب ببرید، خوب هم استفاده کن، خوب تو خونه شاید یه سری دکترهای خونگی هستن.
[02:02:28.760 --> 02:02:30.760]  خیلی هستن.
[02:02:30.760 --> 02:02:56.760]  زن‌های خیلی متخصص، هرکی می‌آید یه حرفی می‌زنه پیش‌دستی می‌کنه، یکی می‌گه مادرش کره نخوره، نمی‌دونم روغن زرد نخوره، زعفران نخوره، این‌ها هیچ تأثیری نداره؛ یعنی غذای مادر راحت باشه، غذا هیچ تأثیری نداره. نمی‌دونم می‌گن یه لامپ مطبعی باشم، هیچ تأثیری نداره، این لامپایی نخواسته و اصلاً هر فرقی که خانه می‌زنه این رو توجه نداره.
[02:02:56.760 --> 02:02:58.760]  حالا این با فرمان هنوز جدا نگه‌داره.
[02:02:58.760 --> 02:03:00.760]  تمام.
[02:03:00.760 --> 02:03:02.760]  ما شنبه آشنا دوباره...
[02:03:02.760 --> 02:03:08.760]  خوب آشنا سفیدش کنیم با امیدوارم درست کنیم.
[02:03:08.760 --> 02:03:12.760]  باید بیاریم شیردهی، بیاریمش بیرون دوباره بزنیم.
[02:03:12.760 --> 02:03:14.760]  ببینیم اگه سفید هم بود بزنیم.
[02:03:14.760 --> 02:03:17.760]  این اصلاً کلاً زیاد می‌خوره.
[02:03:17.760 --> 02:03:20.760]  اشکال نداره این سه تا کار داره.
[02:03:20.760 --> 02:03:25.760]  خوابیدن زیاد، همش خوابه، خوردن و پی‌پی کردن.
[02:03:25.760 --> 02:03:30.760]  منظورم از زیاد می‌خوره یعنی اصلاً شاید دو ساعت فقط بشینه به من.
[02:03:30.760 --> 02:04:14.760]  نه اون نیم ساعت که می‌خوره از این نیم ساعت دیگه فایده این از روانی داره مک می‌زنه، ولی اگه مثلاً نیم ساعت خورد گرفتین دیدین خیلی گریه می‌کنه، شاید شیرت کمه، قندش پایینه، یه مقدار شیرخشک درست کنین با شیشه، با شیشه تو دهن بچه نزده، چون برادر بشه سینه رو نمی‌گیره، با قاشق، با شیشه که درست کردین بهش بده، اگه نیم ساعت دادی دیدین بازم سینه می‌خواد گریه می‌کنه، شما شیرخشک کمکی رو بهش می‌دید، اگه مثلاً خورد و بعد دینا آروم شد خوابید نمی‌برده این کفاخ نکرده اینا یه موقع است که سیره‌ ولی می‌خواد مک بزرگه اون با شیرخشک کمکی نمی‌کنه، آها بله، این درد هم احتمال بوده برای واکسنش اینا باشه چون بی‌قرار بود واکسنکی داره.
[02:04:14.760 --> 02:04:17.760]  نه معمولاً درد نداره، واکسن زخم می‌شه اینجا عفونه.
[02:04:17.760 --> 02:04:20.760]  اینجوری از اینجوری خیلی بی‌قراری می‌کنه.
[02:04:20.760 --> 02:04:25.760]  پاشو می‌کشید اینا حالت رو پر باقیه.
[02:04:25.760 --> 02:04:32.760]  پا رو تو زمان رحم جمع بوده پا رو یکم می‌کشید که لاستیکش بوده جیب می‌زن.
[02:04:32.760 --> 02:04:37.760]  باید یه چیزی هم که هست قنداق نمی‌کنیمش ولی موقع خواب می‌بندیمش دست و پاشو.
[02:04:37.760 --> 02:04:40.760]  اشکال نداره، بعضی فشار می‌بندن آروم می‌شه.
[02:04:40.760 --> 02:04:42.760]  اونا دو دفعه این کار رو بگیرم.
[02:04:42.760 --> 02:04:50.260]  اشکال نداره، نه اونکه فشار می‌آاد روی شکم نفخش کم می‌شه، مثلاً اگر این درد دل‌پیچه نفخ دارن.
[02:04:50.260 --> 02:04:52.760]  چند روز کسان نمی‌تونیم ببندیم باید زیر دستگاه بزنیم.
[02:04:52.760 --> 02:04:58.260]  آره نه، زیر دستگاه بزنیم، اگر زیر دستگاه باید نمی‌ستون قرص رو بهش بدیم اگر زیر دستگاه بزنیم.
[02:04:58.260 --> 02:04:59.260]  آره افرادیم.
[02:04:59.260 --> 02:04:59.760]  مرسی.
[02:05:00.000 --> 02:05:02.000]  شکر می‌کنم، راه خدمت مرسی کنید.
[02:05:02.000 --> 02:05:04.000]  خشک کنم، خدا نگهدار.
[02:05:04.000 --> 02:05:10.000]  ممنونم، خسته نباشید. خواهش می‌می، سه شب دستگاه به آقای برزاکشن بشو. مجرم کردم.
[02:05:10.000 --> 02:05:12.000]  خورشید.
[02:05:16.000 --> 02:05:42.000]  بفهمیم. سلامت شما، خوبه؟ ببستی درد هم بزرگ داری؟ بزرگ داری؟ خوبه، ببستی درد هم بزرگ داری؟ خواهش می‌می؟ و بده از این پایین سرفه‌های خیلی بزرگ‌زاده؟ سرفه‌های شدید دیگه؟ کم آبریزش؟ خیلی کم داره خس‌خس سینه؟
[02:05:42.000 --> 02:05:44.000]  چند ماهشه؟
[02:05:44.000 --> 02:06:14.000]  شش ماهشه دارو چیزی هم دادی؟ استامینوفن دارو خوردنش چجوریه؟ شرح خوردن بزن باید تشکر بزنید خوب شما این برگه‌استی؟ این طرف سلام آقای سمت‌کِس می‌شه؟ مرسی مرسی آقای سمت‌کل.
[02:06:28.000 --> 02:06:30.000]  درشون قبر کردیم.
[02:06:35.000 --> 02:07:57.000]  باید باشیم اوه محضور این شامپوهای ضد خارش ایروکس می‌گیرید کودکان این شامپوهای ضد خارش سر افغان گیرند و از این همه اگزما دارند شامپو ضد عرقه‌زده، شونه‌زده، خارش سر کودکان خب خواهش می‌می این بله پی‌سیه بکن من دارو براشونی نیستم شعبتاش رو زده بار باشه با مربع خوری اگه خیلی همچیزه یک دو تا آنکول بینیسن نه آنکول نه شامپو بزرگ‌هم واسه بزرگ آنکول زودتر بکن شد نه از همین فون داریم فون‌ها؟ باشید، در، اینجا بذارید هفت کنونی تمام خدمت شما.
[02:07:57.000 --> 02:07:59.000]  تمام.
[02:07:59.000 --> 02:08:19.000]  دارم آروم می‌شه؟ بله بله بیاریم باید شیرم رو برم برم برم بفرمایید تا روش رو برسیم خب این این که برای بی‌قراری‌ش روزی ۳ وقت اینم هر ۸ ساعت چند کیلو وزن‌شه؟
[02:08:19.000 --> 02:08:21.000]  ۳ کیلو ۷۰۰ روزی که...
[02:08:21.000 --> 02:08:35.000]  این روزی یک و نیم سی‌سی، یه بار زرگار این هم خواهید صرف شده باشید، سه بار پاشویه مارکا بخورید هفته بینیم، هفته نیسته خودتون شما خوش بخورید، خدا نگرد.
[02:08:51.000 --> 02:09:20.980]  موسیقی در موسیقی.
[02:09:47.000 --> 02:09:51.000]  خیلی شما دردک برویم، خیلی شما، خیلی شما، خیلی شما.
[02:09:51.000 --> 02:09:53.000]  خیلی شما دردک برویم.
[02:09:53.000 --> 02:10:01.000]  خیلی شما دردک برویم [... repetitive background audio / music ...] حالا می‌آید دو سه دقیقه در پایین.
[02:10:25.000 --> 02:10:29.000]  سلام بخونم چند روز بخونیم؟
[02:10:29.000 --> 02:10:31.000]  جوان می‌خوام بیاون؟
[02:10:31.000 --> 02:10:33.000]  نه نه کار در خدمت هم بخونیم.
[02:10:33.000 --> 02:10:37.000]  دختر ما دیدو پری‌روز آوردن پیشتون.
[02:10:37.000 --> 02:10:39.000]  پری‌روز که تکیه پری هست.
[02:10:39.000 --> 02:10:43.000]  پری‌روز آوردن پیشتون به هر دیگر بی‌بلا آوردن.
[02:10:43.000 --> 02:10:45.000]  به هر استفراغی.
[02:10:45.000 --> 02:11:14.000]  برای دیگر از همون روز داروهایشان بهش می‌ده ما برای دیشب خیلی شریف دارو باید آورد بود اینکه همون بالا آور داشت بده به خاطر من مثلاً ندادم بهش بعد که دیشب بالا آور دوار داشتم بلکه باز ببارو صبح هم بالا آور باید که داروشو بگیرم بعد دیگه ولی خب اصحاب کنن نشده خوبه‌، بعد افتاس می‌کنم که انگار داره فرما می‌کنه یا گرمش خلطیه.
[02:11:14.000 --> 02:11:16.000]  یک سرفه می‌زنه؟
[02:11:16.000 --> 02:11:20.000]  یک چند تا عطسه زن یک چند تا که بیرون شد آدم آور شد.
[02:11:20.000 --> 02:11:22.000]  خب داروی چی دارن می‌دینی؟
[02:11:22.000 --> 02:11:28.000]  یا روی یه دونه باستی حالت تراشت رو بگیریم نه اسماشون هکس نگرفتیم با موبایل ای کنیم متران بود.
[02:11:28.000 --> 02:11:30.000]  مترونیدازول.
[02:11:30.000 --> 02:11:32.000]  یه دونه مترونیدازول.
[02:11:32.000 --> 02:11:34.000]  یه دونه آندرامین.
[02:11:34.000 --> 02:11:36.000]  و یه دونه...
[02:11:36.000 --> 02:11:38.000]  آردیسیکلومین.
[02:11:38.000 --> 02:11:40.000]  بی‌قرار بوده.
[02:11:40.000 --> 02:11:44.000]  خیلی بی‌قراری می‌کرد و تور کرد.
[02:11:44.000 --> 02:11:48.000]  من خودم بهش استامینوفن ریست که می‌شن کلاً بد اخلاق هست.
[02:11:48.000 --> 02:11:50.000]  فقط می‌گن مارو بغل کنید راه...
[02:11:50.000 --> 02:11:52.000]  خب الان تب اینا داره؟
[02:11:52.000 --> 02:11:54.000]  الان صبح یکم بدنش داره.
[02:11:54.000 --> 02:11:55.000]  نه تب اونو می‌کنی؟
[02:11:55.000 --> 02:12:01.000]  آره ۳۶ و نیم ۳۶ هم نه اون تب نیست ۳۶ و نیم ۳۷ و نیم.
[02:12:01.000 --> 02:12:07.000]  بالای ۳۷ و نیم؟ نه ۳۸ و نیم بود نه تب نیم ۳۸ تب.
[02:12:07.000 --> 02:12:09.000]  نه ۳۷ و نیم بود.
[02:12:09.000 --> 02:12:15.000]  ۳۷ و نیم تب نیم یه لحظه بزنه یه کم لحظه فهمی؟
[02:12:15.000 --> 02:12:17.000]  یه کم لحظه فهمی؟
[02:12:17.000 --> 02:12:21.000]  این چشمت که چند من بری زنیم از اینجا برم.
[02:12:21.000 --> 02:12:23.000]  بسرمی‌شیم.
[02:12:23.000 --> 02:12:33.000]  هر مرز احساس می‌کنید سرما خورده عجزه می‌کنم هر مرز بسرم کاری نگرده.
[02:12:37.000 --> 02:12:39.000]  دستاشو می‌گردید.
[02:12:39.000 --> 02:12:41.000]  احساس می‌کنم مایی نکنم.
[02:12:41.000 --> 02:12:43.000]  شما این‌جوری می‌گردید.
[02:12:43.000 --> 02:12:52.000]  ببین، ببین این‌جور دست کنید و سرشون دید، اگر نگه نده این‌جور بگیر.
[02:12:52.000 --> 02:12:54.000]  بگیر دید و من نگه‌شون بگیر.
[02:13:04.000 --> 02:13:07.000]  مامان، مامان چرا؟ خوبه نوشته کرده برای آن.
[02:13:07.000 --> 02:13:11.000]  خراب.
[02:13:11.000 --> 02:13:13.000]  جام.
[02:13:13.000 --> 02:13:15.000]  اما کدومش راسته؟
[02:13:15.000 --> 02:13:19.000]  باش، باش، بگیر خب.
[02:13:19.000 --> 02:13:21.000]  خانمی که این را خواهید.
[02:13:21.000 --> 02:13:29.000]  می‌گه من جای این را فکر نمی‌برم، باید همه را سیستم که افتاده خواهیم، حالت خواهید، خب چه روی دیگه؟
[02:13:29.000 --> 02:13:31.000]  خب چه روی دیگه؟
[02:13:31.000 --> 02:13:33.000]  زنگی شهرده.
[02:13:33.000 --> 02:13:44.000]  یک سال رو گشت، ماشاالله! تکرار بعد اومیوکن خیلی چیزه، خیلی شکمی صرف کار می‌کنه.
[02:13:44.000 --> 02:13:47.000]  از اینکه از روزی یک بار کار می‌کنه.
[02:13:47.000 --> 02:13:48.000]  با عذیت؟
[02:13:48.000 --> 02:13:49.000]  آره ولی زور می‌زنه.
[02:13:49.000 --> 02:13:52.000]  یه شربت انجیرم براش می‌نویسم.
