================================================================================
OPENAI WHISPER SPEECH-TO-TEXT WITH TIMESTAMPS
Source File : Session_Full_۲۰۲۶۰۸۳۱_۱۸۰۰۳۶.wav
Language    : fa
[00:16:00.000 --> 00:16:29.980]  موسیقی در موسیقی
[00:16:30.000 --> 00:16:50.000]  موسیقی
[00:16:50.000 --> 00:17:00.000]  موسیقی
[00:17:20.000 --> 00:17:40.000]  موسیقی
[00:17:40.000 --> 00:18:09.000]  موسیقی
[00:18:10.000 --> 00:18:39.980]  موسیقی در موسیقی
[00:18:40.000 --> 00:19:04.000]  موسیقی
[00:19:04.000 --> 00:19:24.000]  موسیقی
[00:19:34.000 --> 00:20:00.000]  موسیقی
[00:20:00.000 --> 00:20:29.980]  موسیقی در مطب پزشکی
[00:20:30.000 --> 00:20:40.000]  موسیقی
[00:21:00.000 --> 00:21:29.980]  موسیقی در موسیقی
[00:21:30.000 --> 00:21:40.000]  موسیقی
[00:22:00.000 --> 00:22:29.980]  موسیقی در موسیقی
[00:22:30.000 --> 00:22:50.000]  موسیقی
[00:22:50.000 --> 00:23:19.980]  موسیقی در موسیقی
[00:23:20.000 --> 00:23:40.000]  موسیقی
[00:23:40.000 --> 00:24:09.000]  موسیقی
[00:24:10.000 --> 00:24:32.000]  موسیقی
[00:24:32.000 --> 00:24:34.400]  باز تو پیشتر پیرو هرچی ها رو بزرگیر
[00:24:34.400 --> 00:24:36.000]  همه هر پیشتر پیر
[00:24:36.000 --> 00:24:38.000]  چیز نمیدونه با بیر
[00:24:38.000 --> 00:24:40.000]  خب بله
[00:24:40.000 --> 00:24:42.000]  نه بیرونه پیرو هرچی ها پیشتر پیر
[00:24:42.000 --> 00:24:44.000]  هرچی همه پیر
[00:24:44.000 --> 00:24:46.000]  با بیرونه بیرونه بیرونه
[00:24:46.000 --> 00:24:48.000]  نمیدونه باید بردرسته بیچاره
[00:24:48.000 --> 00:24:50.000]  یک هرچی ها بیرونه بیرونه
[00:24:50.000 --> 00:24:52.000]  باید بردرسته بیرونه
[00:24:52.000 --> 00:24:54.000]  باید بردرسته نه باسته نه باید بردرسته
[00:24:54.000 --> 00:25:00.000]  موسیقی
[00:25:00.000 --> 00:25:29.980]  موسیقی در مطب پزشکی
[00:25:30.000 --> 00:25:50.000]  موسیقی
[00:25:50.000 --> 00:26:19.980]  موسیقی در موسیقی
[00:26:20.000 --> 00:26:38.000]  موسیقی
[00:26:38.000 --> 00:26:50.000]  موسیقی
[00:27:08.000 --> 00:27:37.980]  موسیقی در موسیقی
[00:27:38.000 --> 00:28:07.000]  موسیقی
[00:28:08.000 --> 00:28:34.000]  موسیقی
[00:28:34.000 --> 00:28:54.000]  موسیقی
[00:28:54.000 --> 00:29:22.000]  موسیقی
[00:29:24.000 --> 00:29:30.000]  موسیقی
[00:29:54.000 --> 00:30:00.000]  موسیقی
[00:30:00.000 --> 00:30:30.000]  بیشتر بیشتر، بیشتر بیشتر، بیشتر بیشتر، بیشتر بیشتر، بیشتر بیشتر، بیشتر بیشتر، بیشتر بیشتر، بیشتر بیشتر، بیشتر بیشتر، بیشتر بیشتر، بیشتر بیشتر، بیشتر بیشتر، بیشتر بیشتر، بیشتر بیشتر، بیشتر بیشتر، بیشتر بیشتر، بیشتر بیشتر، بیشتر بیشتر، بیشتر بیشتر، بیشتر بیشتر، بیش
[00:30:30.000 --> 00:30:59.980]  موسیقی در موسیقی
[00:31:00.000 --> 00:31:26.000]  موسیقی
[00:31:26.000 --> 00:31:54.000]  موسیقی
[00:31:54.000 --> 00:32:23.980]  موسیقی در موسیقی
[00:32:24.000 --> 00:32:53.980]  موسیقی در موسیقی
[00:32:54.000 --> 00:33:23.980]  موسیقی در موسیقی
[00:33:24.000 --> 00:33:49.000]  موسیقی
[00:33:49.000 --> 00:33:51.000]  مردم
[00:33:53.000 --> 00:33:55.000]  چند ساعت به
[00:34:19.000 --> 00:34:29.000]  موسیقی
[00:34:49.000 --> 00:35:00.000]  موسیقی
[00:35:00.000 --> 00:35:29.980]  موسیقی در مطب پزشکی
[00:35:30.000 --> 00:35:59.980]  موسیقی در موسیقی
[00:36:00.000 --> 00:36:29.980]  موسیقی در موسیقی
[00:36:30.000 --> 00:36:58.000]  موسیقی
[00:37:00.000 --> 00:37:29.980]  موسیقی در موسیقی
[00:37:30.000 --> 00:37:50.000]  موسیقی
[00:37:50.000 --> 00:38:16.000]  موسیقی
[00:38:16.000 --> 00:38:18.000]  شدی؟
[00:38:18.000 --> 00:38:20.000]  آره، گفتم
[00:38:20.000 --> 00:38:22.000]  یک فاطوتی درمکاری کل شده بود
[00:38:22.000 --> 00:38:24.000]  درم؟
[00:38:24.000 --> 00:38:28.000]  آره، کسی برمی فرمید که آنها کسی برمی آشت
[00:38:46.000 --> 00:39:15.980]  موسیقی در موسیقی
[00:39:16.000 --> 00:39:45.980]  موسیقی در موسیقی
[00:39:46.000 --> 00:40:00.000]  موسیقی
[00:40:00.000 --> 00:40:29.980]  موسیقی در مطب پزشکی
[00:40:30.000 --> 00:40:32.000]  موسیقی
[00:41:00.000 --> 00:41:29.980]  موسیقی در موسیقی
[00:41:30.000 --> 00:41:59.980]  موسیقی در موسیقی
[00:42:00.000 --> 00:42:29.980]  موسیقی در موسیقی
[00:42:30.000 --> 00:42:59.980]  موسیقی در موسیقی
[00:43:00.000 --> 00:43:29.980]  موسیقی در موسیقی درسته
[00:43:30.000 --> 00:43:50.000]  موسیقی
[00:43:50.000 --> 00:44:19.980]  موسیقی در موسیقی
[00:44:20.000 --> 00:44:49.980]  موسیقی در موسیقی
[00:44:50.000 --> 00:45:00.000]  موسیقی
[00:45:00.000 --> 00:45:29.980]  موسیقی در مطب پزشکی
[00:45:30.000 --> 00:45:50.000]  موسیقی
[00:46:00.000 --> 00:46:28.000]  موسیقی
[00:46:30.000 --> 00:46:59.980]  موسیقی در موسیقی
[00:47:00.000 --> 00:47:29.980]  موسیقی در موسیقی
[00:47:30.000 --> 00:47:56.000]  موسیقی
[00:47:56.000 --> 00:48:24.000]  موسیقی
[00:48:26.000 --> 00:48:55.980]  موسیقی در موسیقی
[00:48:56.000 --> 00:49:25.980]  موسیقی در موسیقی
[00:49:26.000 --> 00:49:55.980]  موسیقی در موسیقی درسته
[00:49:56.000 --> 00:50:00.000]  موسیقی
[00:50:00.000 --> 00:50:29.980]  موسیقی در مطب پزشکی
[00:50:30.000 --> 00:50:50.000]  موسیقی
[00:50:50.000 --> 00:51:19.980]  موسیقی در موسیقی
[00:51:20.000 --> 00:51:49.980]  موسیقی در موسیقی
[00:51:50.000 --> 00:52:18.000]  موسیقی
[00:52:20.000 --> 00:52:49.980]  موسیقی در موسیقی
[00:52:50.000 --> 00:53:19.980]  موسیقی در موسیقی
[00:53:20.000 --> 00:53:49.980]  موسیقی در موسیقی
[00:53:50.000 --> 00:54:00.000]  موسیقی
[00:54:20.000 --> 00:54:42.000]  موسیقی
[00:54:42.000 --> 00:55:00.000]  موسیقی
[00:55:00.000 --> 00:55:29.980]  موسیقی در مطب پزشکی
[00:55:30.000 --> 00:55:59.980]  موسیقی در موسیقی
[00:56:00.000 --> 00:56:28.000]  موسیقی
[00:56:28.000 --> 00:56:38.000]  موسیقی
[00:56:58.000 --> 00:57:27.980]  موسیقی در موسیقی
[00:57:28.000 --> 00:57:57.980]  موسیقی در موسیقی
[00:57:58.000 --> 00:58:00.000]  موسیقی
[00:58:28.000 --> 00:58:30.000]  موسیقی
[00:58:58.000 --> 00:59:27.980]  موسیقی در موسیقی
[00:59:28.000 --> 00:59:57.980]  موسیقی در موسیقی
[00:59:58.000 --> 01:00:00.000]  موسیقی
[01:00:00.000 --> 01:00:28.000]  موسیقی
[01:00:30.000 --> 01:00:50.000]  موسیقی
[01:01:00.000 --> 01:01:06.000]  درست میشه تا باید اشکال دیگه تشغیم بگیرید برای نظرات تشغیمیش
[01:01:06.000 --> 01:01:10.000]  یک شکل در حال تشغیم بده
[01:01:21.000 --> 01:01:24.000]  میبینیم
[01:01:24.000 --> 01:01:26.000]  این از اینجا باید باید بردارید.
[01:01:34.000 --> 01:01:36.000]  این از اینجا باید بردارید.
[01:01:36.000 --> 01:02:05.000]  موسیقی
[01:02:06.000 --> 01:02:34.000]  موسیقی
[01:02:36.000 --> 01:02:56.000]  موسیقی
[01:02:56.000 --> 01:03:25.980]  موسیقی در موسیقی
[01:03:26.000 --> 01:03:36.000]  موسیقی
[01:03:36.000 --> 01:03:46.000]  موسیقی
[01:03:46.000 --> 01:04:08.000]  موسیقی
[01:04:08.000 --> 01:04:18.000]  موسیقی
[01:04:38.000 --> 01:05:00.000]  موسیقی
[01:05:00.000 --> 01:05:30.000]  بیشتر بیشتر، بیشتر بیشتر، بیشتر بیشتر، بیشتر بیشتر، بیشتر بیشتر، بیشتر بیشتر، بیشتر بیشتر، بیشتر بیشتر، بیشتر بیشتر، بیشتر بیشتر، بیشتر بیشتر، بیشتر بیشتر، بیشتر بیشتر، بیشتر بیشتر، بیشتر بیشتر، بیشتر بیشتر، بیشتر بیشتر، بیشتر بیشتر، بیشتر بیشتر، بیشتر بیشتر، بیش
[01:05:30.000 --> 01:05:59.980]  موسیقی در موسیقی
[01:06:00.000 --> 01:06:29.980]  موسیقی در موسیقی
[01:06:30.000 --> 01:06:59.980]  موسیقی در موسیقی
[01:07:00.000 --> 01:07:13.000]  موسیقی
[01:07:13.000 --> 01:07:15.000]  حالا؟
[01:07:15.000 --> 01:07:17.000]  آره آره، سد و پنج و شیش
[01:07:17.000 --> 01:07:19.000]  اسمس تو هم یه بگم
[01:07:19.000 --> 01:07:21.000]  نه سد و پنج و شیش
[01:07:21.000 --> 01:07:23.000]  سد و پنج و شیش، نه سد و پنج و شیش
[01:07:27.000 --> 01:07:29.000]  پنج و شیش
[01:07:29.000 --> 01:07:31.000]  حالا؟
[01:07:31.000 --> 01:07:33.000]  حالا؟
[01:07:43.000 --> 01:08:09.000]  موسیقی
[01:08:13.000 --> 01:08:23.000]  موسیقی
[01:08:43.000 --> 01:09:12.000]  موسیقی
[01:09:13.000 --> 01:09:42.980]  موسیقی در موسیقی
[01:09:43.000 --> 01:10:00.000]  موسیقی
[01:10:00.000 --> 01:10:29.980]  موسیقی در مطب پزشکی
[01:10:30.000 --> 01:10:59.980]  مردم در اینجا
[01:11:00.000 --> 01:11:29.980]  موسیقی در موسیقی درسته
[01:11:30.000 --> 01:11:59.980]  موسیقی در موسیقی
[01:12:00.000 --> 01:12:29.980]  موسیقی در موسیقی درسته
[01:12:30.000 --> 01:12:59.980]  موسیقی در موسیقی
[01:13:00.000 --> 01:13:26.000]  موسیقی
[01:13:26.000 --> 01:13:32.000]  موسیقی
[01:13:56.000 --> 01:14:16.000]  موسیقی
[01:14:16.000 --> 01:14:38.000]  موسیقی
[01:14:38.000 --> 01:14:40.000]  از اینجا باید بردارید.
[01:14:40.000 --> 01:14:42.000]  چون اینجا باید بردارید.
[01:14:42.000 --> 01:14:44.000]  اینجا باید بردارید.
[01:14:44.000 --> 01:14:46.000]  اینجا باید بردارید.
[01:14:46.000 --> 01:14:48.000]  اینجا باید بردارید.
[01:14:48.000 --> 01:14:50.000]  اینجا باید بردارید.
[01:14:50.000 --> 01:14:52.000]  اینجا باید بردارید.
[01:14:52.000 --> 01:14:54.000]  اینجا باید بردارید.
[01:14:54.000 --> 01:14:56.000]  اینجا باید بردارید.
[01:14:56.000 --> 01:14:58.000]  اینجا باید بردارید.
[01:14:58.000 --> 01:15:00.000]  اینجا باید بردارید.
[01:15:00.000 --> 01:15:02.000]  اینجا باید بردارید.
[01:15:00.000 --> 01:15:29.980]  موسیقی در مطب پزشکی
[01:15:30.000 --> 01:15:50.000]  موسیقی
[01:15:50.000 --> 01:16:18.000]  موسیقی
[01:16:18.000 --> 01:16:38.000]  موسیقی
[01:16:38.000 --> 01:16:40.000]  برای ازای رو سنی کنیده
[01:16:40.000 --> 01:16:42.000]  ازای همون شده
[01:17:08.000 --> 01:17:37.980]  موسیقی در موسیقی
[01:17:38.000 --> 01:18:07.980]  موسیقی در موسیقی درسته
[01:18:08.000 --> 01:18:37.980]  موسیقی در موسیقی
[01:18:38.000 --> 01:19:07.980]  موسیقی در موسیقی
[01:19:08.000 --> 01:19:18.000]  موسیقی
[01:19:38.000 --> 01:20:00.000]  موسیقی
[01:20:00.000 --> 01:20:30.000]  بیشتر از مطب پزشکی، بیشتر از مطب پزشکی، بیشتر از مطب پزشکی، بیشتر از مطب پزشکی، بیشتر از مطب پزشکی، بیشتر از مطب پزشکی، بیشتر از مطب پزشکی، بیشتر از مطب پزشکی، بیشتر از مطب پزشکی، بیشتر از مطب پزشکی، بیشتر از مطب پزشکی، بیشتر از مطب پزشکی، بیشتر از مطب پزشکی، بیشتر از مطب پزشکی
[01:20:30.000 --> 01:20:32.000]  برسه یا افزا انشالله
[01:20:34.000 --> 01:20:36.000]  کارگرم کردی؟
[01:20:40.000 --> 01:20:42.000]  بود
[01:21:00.000 --> 01:21:30.000]  از اینجا باید بردارید که اینجا باید بردارید که اینجا باید بردارید که اینجا باید بردارید که اینجا باید بردارید که اینجا بردارید که اینجا بردارید که اینجا بردارید که اینجا بردارید که اینجا بردارید که اینجا بردارید که اینجا بردارید که اینجا بردارید که اینجا بردارید که اینجا بردارید که اینجا بردارید که اینجا برداری
[01:21:30.000 --> 01:21:56.000]  موسیقی
[01:21:56.000 --> 01:22:01.080]  نه شیوه شهناس گیران کنم سن بهتر جاستن که نه شوالان که بیرون دارم
[01:22:01.080 --> 01:22:15.780]  شهناس با افناکی آدم بزرگ ارزش کنیش
[01:22:15.780 --> 01:22:22.800]  بله بده الان اون نان دا کرد که چند نساله سن الان مریضه مرسان
[01:22:22.800 --> 01:22:26.800]  اوه، سن، اوه، سن ندنه او رو درون اشتباه.
[01:22:26.800 --> 01:22:31.800]  اصلا مرچه یه قلب نبود. مرچه اصلا گرسه از مبلانه او ازشون ده گیرسه.
[01:22:31.800 --> 01:22:35.800]  سنن هیچ کسی احتیاظی یکده که.
[01:22:41.800 --> 01:22:46.800]  والای من اصلا خدا شده از من دیدم گردم. اون درقلن بیچار برگرد چکردم.
[01:22:46.800 --> 01:22:51.800]  یه سره پیرنرن رو دارم. یا اصلا من نه اگر هستم اون درخورم سره سرور بردم.
[01:22:51.800 --> 01:22:56.800]  من گوش زیبیم در کارگرد کرده من رو جارو برقه چکید
[01:23:11.800 --> 01:23:15.800]  حیله اوجیده اوجیده، قطعه اوجیده برده
[01:23:15.800 --> 01:23:26.800]  نشونده بود. از دم هایی هستند. از این کسی که در آیایی هایی هستند، نشونده بود.
[01:23:26.800 --> 01:23:30.800]  اگر خدا باشد، این کسی را به خدا باشد.
[01:23:30.800 --> 01:23:36.800]  نمی‌تونید.
[01:23:36.800 --> 01:23:40.800]  از درست دارم که من تیچه کنم. از درست دارم که من تیچه کنم. از درست دارم که من تیچه کنم.
[01:23:40.800 --> 01:23:42.800]  از درست دارم که من تیچه کنم. از درست دارم که من تیچه کنم.
[01:23:42.800 --> 01:23:44.800]  از درست دارم که من تیچه کنم. از درست دارم که من تیچه کنم.
[01:23:44.800 --> 01:23:46.800]  از درست دارم که من تیچه کنم. از درست دارم که من تیچه کنم.
[01:23:46.800 --> 01:23:48.800]  از درست دارم که من تیچه کنم. از درست دارم که من تیچه کنم.
[01:23:48.800 --> 01:24:18.800]  بابا اصول داره، اصول گفت نه، نه، نه، نه، نه، نه، نه، نه، نه، نه، نه، نه، نه، نه، نه، نه، نه، نه، نه، نه، نه، نه، نه، نه، نه، نه، نه، نه، نه، نه، نه، نه، نه، نه، نه، نه، نه، نه، نه، نه، نه، نه، نه، نه، نه، نه، نه، نه، نه، نه، نه، نه، نه، نه، نه، نه، نه، نه، نه، نه، نه، نه، نه، نه، نه، نه، نه، نه، نه،
[01:24:18.800 --> 01:24:48.800]  از اینجا باید بردارید که اینجا باید بردارید که اینجا باید بردارید که اینجا باید بردارید که اینجا باید بردارید که اینجا باید بردارید که اینجا باید بردارید که اینجا بردارید که اینجا بردارید که اینجا بردارید که اینجا بردارید که اینجا بردارید که اینجا بردارید که اینجا بردارید که اینجا بردارید که اینجا بردارید که ا
[01:24:48.800 --> 01:24:50.800]  ما چگونیمشتیم؟
[01:24:50.800 --> 01:24:52.800]  میترا خانم
[01:24:52.800 --> 01:24:54.800]  یک سروچهتو باز کن
[01:24:54.800 --> 01:24:56.800]  خوشکن
[01:24:56.800 --> 01:24:58.800]  ای آخه اینوش چا
[01:25:00.000 --> 01:25:30.000]  از اینجا، با اینکه از اینجا با اینکه از اینکه از اینکه از اینکه از اینکه از اینکه از اینکه از اینکه از اینکه از اینکه از اینکه از اینکه از اینکه از اینکه از اینکه از اینکه از اینکه از اینکه از اینکه از اینکه از اینکه از اینکه از اینکه از اینکه از اینکه از اینکه از اینکه از اینکه از اینکه از اینکه از اینکه از اینکه از اینکه از اینکه
[01:25:30.000 --> 01:25:33.000]  احساس پر یکم در میده در
[01:25:33.000 --> 01:25:36.000]  یه متخصص نیمون قضیه چندی که آره
[01:25:36.000 --> 01:25:39.000]  باید بخشای آرزو دهیم با جوردی
[01:25:39.000 --> 01:25:42.000]  بیشتر بشتید بیشتر
[01:25:42.000 --> 01:25:45.000]  بیشتر رو ارو بستند و میمون میده و جمعونو کده
[01:25:45.000 --> 01:25:48.000]  میشه تا اونو بسیار
[01:25:48.000 --> 01:25:51.000]  آره
[01:25:51.000 --> 01:25:54.000]  نه
[01:25:54.000 --> 01:25:57.000]  برو باسه نه
[01:25:57.000 --> 01:25:59.000]  اینجا دیشتیم باره
[01:25:59.000 --> 01:26:01.000]  میتراب
[01:26:01.000 --> 01:26:03.000]  خوشنکرم باره
[01:26:03.000 --> 01:26:05.000]  میتراشتو
[01:26:07.000 --> 01:26:09.000]  باز شد و دیده شد
[01:26:09.000 --> 01:26:11.000]  بعد که خسن دیده شد
[01:26:11.000 --> 01:26:13.000]  باز شد و دیده شد
[01:26:13.000 --> 01:26:15.000]  خیلی خسن دیده شد
[01:26:15.000 --> 01:26:17.000]  یا خوزتش میمارد
[01:26:17.000 --> 01:26:19.000]  از پایین به بالا
[01:26:19.000 --> 01:26:21.000]  پایین به بالا
[01:26:21.000 --> 01:26:23.000]  از ماشنها دیگه
[01:26:23.000 --> 01:26:25.000]  باز کردن باز بشه
[01:26:25.000 --> 01:26:27.300]  ساخت و پارچهش مرچه بوده
[01:26:27.300 --> 01:26:29.300]  مرچه بوده و رفته چون
[01:26:29.300 --> 01:26:30.300]  اینو با اینو
[01:26:30.300 --> 01:26:31.700]  کدومیشون بلد باد؟
[01:26:31.700 --> 01:26:32.600]  این هر شیطی بود
[01:26:32.600 --> 01:26:33.700]  کدومیشون بلد باد
[01:26:33.700 --> 01:26:34.700]  خانم بود؟
[01:26:34.700 --> 01:26:35.200]  آره
[01:26:35.200 --> 01:26:36.200]  شوهش
[01:26:36.200 --> 01:26:37.400]  جرو شوهش اینو پرداد
[01:26:37.400 --> 01:26:39.200]  کدومیشون بلد باد اینو
[01:26:39.200 --> 01:26:40.200]  شوهش اینو برد کرد
[01:26:40.200 --> 01:26:41.000]  آره خانم بگفت
[01:26:41.000 --> 01:26:42.800]  رفت چک بوده دید چی خاله بود؟
[01:26:42.800 --> 01:26:44.000]  سنده دا باد این
[01:26:44.000 --> 01:26:45.800]  این پرده چیزه بوده مرچه بوده
[01:26:45.800 --> 01:26:47.800]  3 بر 5 سنی آنچه شده است
[01:26:47.800 --> 01:26:48.800]  یه دردی
[01:26:48.800 --> 01:26:50.800]  به لفظه بازشده هست
[01:26:50.800 --> 01:26:53.800]  باز شده و دیده شد خیلی پسندیده شد
[01:26:54.800 --> 01:26:56.800]  کسی منوچه قیست باشد
[01:26:58.800 --> 01:27:00.800]  جسته بالا شرطه پاییده
[01:27:00.800 --> 01:27:03.800]  آه میلا چه چیزا
[01:27:03.800 --> 01:27:06.800]  یه باشران بده اینا رو باز کنیم نخلی بگیر
[01:27:08.800 --> 01:27:10.800]  اونو هست چند بار
[01:27:10.800 --> 01:27:12.800]  نه نخلی تنها
[01:27:12.800 --> 01:27:13.800]  چند بار
[01:27:13.800 --> 01:27:15.800]  ببین دو تا دیگر
[01:27:20.800 --> 01:27:22.800]  کتابتا جان گز
[01:27:22.800 --> 01:27:24.800]  ببین من برای صبح کارمونم
[01:27:24.800 --> 01:27:26.800]  خوب خوب
[01:27:26.800 --> 01:27:28.800]  ایه
[01:27:28.800 --> 01:27:30.800]  از چون که لایجین کن
[01:27:30.800 --> 01:27:32.800]  از چون که لایجین کن
[01:27:32.800 --> 01:27:34.800]  از چون که لایجین کن
[01:27:34.800 --> 01:27:36.800]  از چون که لایجین کن
[01:27:36.800 --> 01:27:38.800]  خودشیه
[01:27:38.800 --> 01:27:40.800]  خودشیه ببین
[01:27:40.800 --> 01:27:42.800]  نجیم رو خودش نه
[01:27:42.800 --> 01:27:44.800]  خود خود روه
[01:27:46.500 --> 01:27:47.500]  خودش نمیدونه
[01:27:47.500 --> 01:27:48.900]  نه، فرشته لاندی
[01:27:48.900 --> 01:27:49.900]  ندار
[01:27:49.900 --> 01:27:50.400]  نه
[01:27:50.400 --> 01:27:52.900]  ما که لاندی ما توتر رو همه داریم
[01:27:54.500 --> 01:27:56.500]  خدا خیلی روز بذار
[01:27:56.500 --> 01:27:57.500]  بخونین
[01:27:57.500 --> 01:27:59.500]  از باچایتون
[01:27:59.500 --> 01:28:00.000]  آره
[01:28:00.000 --> 01:28:01.500]  با ما از کن که است؟
[01:28:01.500 --> 01:28:03.000]  میدونی کس منی؟ چی؟
[01:28:03.000 --> 01:28:04.000]  که است؟
[01:28:05.000 --> 01:28:06.500]  است دو نفر دیگر هستن؟
[01:28:06.500 --> 01:28:07.500]  دو نفرم
[01:28:07.500 --> 01:28:08.500]  دو نفرم؟
[01:28:08.500 --> 01:28:09.500]  که؟
[01:28:09.500 --> 01:28:11.000]  ایشانی نفرم
[01:28:12.800 --> 01:28:42.800]  از اینجا باید برداریم که اینجا باید برداریم که اینجا باید برداریم که اینجا برداریم که اینجا برداریم که اینجا برداریم که اینجا برداریم که اینجا برداریم که اینجا برداریم که اینجا برداریم که اینجا برداریم که اینجا برداریم که اینجا برداریم که اینجا برداریم که اینجا برداریم که اینجا برداریم که اینجا برداریم که اینجا ب
[01:28:42.800 --> 01:28:46.800]  باید یکی از اون سمات را؟
[01:28:46.800 --> 01:28:48.800]  آره
[01:28:48.800 --> 01:28:50.800]  باید
[01:28:50.800 --> 01:28:55.800]  اینجا تا نیرو آره بیار برزوماش رو برزم بره
[01:28:55.800 --> 01:28:58.800]  آدمین یکی
[01:28:58.800 --> 01:29:03.800]  آدمین چی؟
[01:29:03.800 --> 01:29:04.800]  فیج
[01:29:04.800 --> 01:29:07.800]  آدمین چی؟
[01:29:07.800 --> 01:29:08.800]  فیج
[01:29:08.800 --> 01:29:11.800]  فیج اینو جایی تیره هم کنم زیاد تو نگه اپنیم کجا بگیرم
[01:29:11.800 --> 01:29:13.800]  نه نه نه پیجر اینست
